Centre ID,Linac Manufacturer,Linac Model,Linac_ID,Date,Measurement Device,OP Dif (%),Recording,Comments
2,Varian,2100CD,12,02/01/2015 07:50,Linacheck,-0.3,Database,
2,Varian,600,14,02/01/2015 08:04,Linacheck,-0.25,Database,
2,Varian,2100CD,16,02/01/2015 08:21,Linacheck,0.1,Database,
2,Varian,600,13,02/01/2015 08:21,Linacheck,-1.7,Database,
2,Varian,2100CD,17,02/01/2015 08:23,Linacheck,0,Database,
2,Varian,2100CD,10,02/01/2015 08:24,QA3,0.11,Database,
2,Varian,2100CD,15,02/01/2015 08:25,Linacheck,1.55,Database,
2,Varian,TrueBeam,18,02/01/2015 08:30,Linacheck,-0.25,Database,
2,Varian,TrueBeam,20,02/01/2015 08:38,Linacheck,-0.35,Database,
2,Varian,2100CD,11,02/01/2015 08:41,Linacheck,-0.6,Database,
2,Varian,TrueBeam,19,02/01/2015 09:10,QA3,0.28,Database,
2,Varian,2100CD,12,02/01/2015 16:51,Linacheck,-0.15,Database,
2,Varian,2100CD,12,03/01/2015 11:07,Linacheck,0.25,Database,
2,Varian,TrueBeam,20,05/01/2015 08:04,Linacheck,-0.3,Database,
2,Varian,TrueBeam,19,05/01/2015 08:07,Linacheck,-0.25,Database,
2,Varian,600,13,05/01/2015 08:09,Linacheck,-2,Database,
2,Varian,TrueBeam,18,05/01/2015 08:11,QA3,0.78,Database,
2,Varian,600,14,05/01/2015 08:19,Linacheck,-0.3,Database,
2,Varian,2100CD,15,05/01/2015 08:23,Linacheck,1.1,Database,
2,Varian,2100CD,12,05/01/2015 08:27,Linacheck,0.1,Database,
2,Varian,2100CD,10,05/01/2015 08:31,Linacheck,-0.3,Database,
2,Varian,2100CD,17,05/01/2015 08:32,QA3,-0.51,Database,
2,Varian,2100CD,16,05/01/2015 08:33,Linacheck,0.1,Database,
2,Varian,2100CD,11,05/01/2015 08:37,Linacheck,-0.85,Database,
2,Varian,2100CD,11,06/01/2015 07:58,Linacheck,-0.5,Database,
2,Varian,600,13,06/01/2015 08:05,Linacheck,-1.65,Database,
2,Varian,600,14,06/01/2015 08:13,QA3,-0.96,Database,
2,Varian,2100CD,15,06/01/2015 08:17,Linacheck,1.25,Database,
2,Varian,2100CD,12,06/01/2015 08:19,Linacheck,0.35,Database,
2,Varian,TrueBeam,20,06/01/2015 08:19,QA3,-0.94,Database,
2,Varian,2100CD,12,06/01/2015 08:19,Linacheck,0.35,Database,
2,Varian,2100CD,17,06/01/2015 08:27,Linacheck,0.2,Database,
2,Varian,2100CD,10,06/01/2015 08:31,Linacheck,-0.3,Database,
2,Varian,2100CD,16,06/01/2015 08:32,QA3,-0.75,Database,
2,Varian,TrueBeam,18,06/01/2015 08:36,Linacheck,0,Database,
2,Varian,TrueBeam,19,06/01/2015 09:05,QA3,0.83,Database,
2,Varian,2100CD,15,06/01/2015 17:32,Farmer Chamber in Water,1.27627658,Database,
2,Varian,2100CD,15,06/01/2015 18:06,Farmer Chamber in Water,-0.089121536,Database,
2,Varian,TrueBeam,18,07/01/2015 07:44,Linacheck,-0.1,Database,
2,Varian,600,14,07/01/2015 07:49,Linacheck,-0.3,Database,
2,Varian,2100CD,10,07/01/2015 08:00,Linacheck,-0.3,Database,
2,Varian,600,13,07/01/2015 08:18,QA3,-1.14,Database,
2,Varian,2100CD,17,07/01/2015 08:20,Linacheck,0.1,Database,
2,Varian,2100CD,11,07/01/2015 08:26,QA3,-0.93,Database,
2,Varian,2100CD,12,07/01/2015 08:30,Linacheck,0.25,Database,
2,Varian,TrueBeam,19,07/01/2015 08:33,QA3,0.64,Database,
2,Varian,2100CD,16,07/01/2015 08:35,Linacheck,0.3,Database,
2,Varian,TrueBeam,20,07/01/2015 08:36,Linacheck,-0.4,Database,
2,Varian,2100CD,15,07/01/2015 08:37,QA3,-0.75,Database,
2,Varian,TrueBeam,18,08/01/2015 08:03,Linacheck,0.1,Database,
2,Varian,2100CD,11,08/01/2015 08:11,Linacheck,-0.7,Database,
2,Varian,2100CD,16,08/01/2015 08:12,Linacheck,0,Database,
2,Varian,2100CD,17,08/01/2015 08:14,Linacheck,0.05,Database,
2,Varian,600,13,08/01/2015 08:21,Linacheck,-1.9,Database,
2,Varian,2100CD,15,08/01/2015 08:21,Linacheck,-0.4,Database,
2,Varian,600,14,08/01/2015 08:23,Linacheck,-0.4,Database,
2,Varian,TrueBeam,20,08/01/2015 08:33,Linacheck,-0.3,Database,
2,Varian,TrueBeam,19,08/01/2015 08:53,QA3,0.7,Database,
2,Varian,2100CD,10,08/01/2015 10:21,Linacheck,-0.2,Database,
2,Varian,2100CD,12,08/01/2015 10:33,QA3,0.34,Database,
2,Varian,TrueBeam,20,08/01/2015 17:55,Linacheck,-0.55,Database,
2,Varian,TrueBeam,18,09/01/2015 08:00,Linacheck,0.15,Database,
2,Varian,TrueBeam,20,09/01/2015 08:17,Linacheck,0,Database,
2,Varian,2100CD,15,09/01/2015 08:18,Linacheck,0.2,Database,
2,Varian,600,13,09/01/2015 08:18,Linacheck,-1.6,Database,
2,Varian,2100CD,17,09/01/2015 08:20,Linacheck,0.1,Database,
2,Varian,600,14,09/01/2015 08:26,Linacheck,-0.55,Database,
2,Varian,2100CD,12,09/01/2015 08:30,Linacheck,0.5,Database,
2,Varian,2100CD,16,09/01/2015 08:31,Linacheck,-0.2,Database,
2,Varian,2100CD,10,09/01/2015 08:37,QA3,0.28,Database,
2,Varian,TrueBeam,19,09/01/2015 09:09,QA3,0.65,Database,
2,Varian,2100CD,11,09/01/2015 09:24,Linacheck,-0.45,Database,
2,Varian,2100CD,11,10/01/2015 12:42,Linacheck,-0.8,Database,
2,Varian,2100CD,11,10/01/2015 15:20,Farmer Chamber in Water,0.519376246,Database,
2,Varian,2100CD,11,10/01/2015 16:32,Linacheck,0.5,Database,
2,Varian,2100CD,12,10/01/2015 17:12,Farmer Chamber in Water,0.189471189,Database,
2,Varian,2100CD,11,10/01/2015 17:17,QA3,0.6,Database,
2,Varian,2100CD,17,12/01/2015 07:51,QA3,-0.11,Database,
2,Varian,2100CD,16,12/01/2015 08:13,Linacheck,0.5,Database,
2,Varian,TrueBeam,18,12/01/2015 08:14,QA3,1.01,Database,
2,Varian,2100CD,12,12/01/2015 08:24,Linacheck,1.1,Database,
2,Varian,600,13,12/01/2015 08:29,Linacheck,-1.9,Database,
2,Varian,2100CD,15,12/01/2015 08:32,Linacheck,0.35,Database,
2,Varian,2100CD,10,12/01/2015 08:35,Linacheck,0.4,Database,
2,Varian,TrueBeam,20,12/01/2015 08:36,Linacheck,-0.3,Database,
2,Varian,TrueBeam,19,12/01/2015 08:37,Linacheck,0.75,Database,
2,Varian,600,14,12/01/2015 08:38,Linacheck,-0.1,Database,
2,Varian,2100CD,11,12/01/2015 09:30,Linacheck,1.25,Database,
2,Varian,2100CD,11,12/01/2015 09:30,Linacheck,1.25,Database,
2,Varian,Edge,9,12/01/2015 17:03,Linacheck,1.05,Database,
2,Varian,600,14,12/01/2015 19:32,Farmer Chamber in Water,-0.157423619,Database,
2,Varian,2100CD,16,13/01/2015 07:57,QA3,-0.53,Database,
2,Varian,TrueBeam,18,13/01/2015 08:02,Linacheck,0.4,Database,
2,Varian,600,13,13/01/2015 08:28,Linacheck,-1.85,Database,
2,Varian,2100CD,12,13/01/2015 08:30,Linacheck,1.1,Database,
2,Varian,600,14,13/01/2015 08:31,QA3,-0.86,Database,
2,Varian,2100CD,15,13/01/2015 08:32,Linacheck,0.4,Database,
2,Varian,2100CD,10,13/01/2015 08:32,Linacheck,-0.15,Database,
2,Varian,TrueBeam,20,13/01/2015 08:37,QA3,-1.12,Database,
2,Varian,2100CD,11,13/01/2015 08:45,Linacheck,0.6,Database,
2,Varian,2100CD,17,13/01/2015 08:48,Linacheck,0.15,Database,
2,Varian,TrueBeam,19,13/01/2015 08:48,QA3,0.91,Database,
2,Varian,Edge,9,13/01/2015 08:48,Linacheck,1.55,Database,
2,Varian,2100CD,16,13/01/2015 18:53,Farmer Chamber in Water,0.856533556,Database,
2,Varian,TrueBeam,18,14/01/2015 08:07,Linacheck,0.35,Database,
2,Varian,600,14,14/01/2015 08:13,Linacheck,-0.4,Database,
2,Varian,2100CD,11,14/01/2015 08:14,QA3,-0.11,Database,
2,Varian,2100CD,10,14/01/2015 08:20,Linacheck,0,Database,
2,Varian,2100CD,12,14/01/2015 08:24,Linacheck,0.85,Database,
2,Varian,600,13,14/01/2015 08:25,QA3,-1.02,Database,
2,Varian,TrueBeam,20,14/01/2015 08:26,Linacheck,0.1,Database,
2,Varian,2100CD,17,14/01/2015 08:32,Linacheck,0.1,Database,
2,Varian,2100CD,16,14/01/2015 08:34,Linacheck,0.1,Database,
2,Varian,2100CD,16,14/01/2015 08:34,Linacheck,0.1,Database,
2,Varian,TrueBeam,19,14/01/2015 08:42,QA3,0.64,Database,
2,Varian,2100CD,15,14/01/2015 08:45,QA3,-0.42,Database,
2,Varian,600,13,14/01/2015 08:55,Farmer Chamber in Water,-0.321318118,Database,
2,Varian,600,13,14/01/2015 08:55,Farmer Chamber in Water,-0.321318118,Database,
2,Varian,Edge,9,14/01/2015 09:17,Linacheck,1.3,Database,
2,Varian,2100CD,17,15/01/2015 07:48,Linacheck,0.7,Database,
2,Varian,TrueBeam,18,15/01/2015 08:06,Linacheck,0.7,Database,
2,Varian,2100CD,16,15/01/2015 08:23,Linacheck,0.7,Database,
2,Varian,TrueBeam,20,15/01/2015 08:23,Linacheck,0.2,Database,
2,Varian,600,14,15/01/2015 08:24,Linacheck,-0.3,Database,
2,Varian,2100CD,12,15/01/2015 08:24,QA3,0.46,Database,
2,Varian,2100CD,15,15/01/2015 08:27,Linacheck,0.35,Database,
2,Varian,2100CD,10,15/01/2015 08:32,Linacheck,0.2,Database,
2,Varian,600,13,15/01/2015 08:37,Linacheck,-1.85,Database,
2,Varian,Edge,9,15/01/2015 08:43,Linacheck,1.75,Database,
2,Varian,TrueBeam,19,15/01/2015 08:54,QA3,1.64,Database,
2,Varian,TrueBeam,19,16/01/2015 07:40,QA3,0.67,Database,
2,Varian,2100CD,17,16/01/2015 07:55,Linacheck,0.4,Database,
2,Varian,2100CD,15,16/01/2015 07:57,Linacheck,0.15,Database,
2,Varian,2100CD,10,16/01/2015 07:59,QA3,-0.44,Database,
2,Varian,TrueBeam,20,16/01/2015 08:02,Linacheck,0,Database,
2,Varian,TrueBeam,18,16/01/2015 08:06,Linacheck,0.45,Database,
2,Varian,600,13,16/01/2015 08:08,Linacheck,-1.6,Database,
2,Varian,2100CD,12,16/01/2015 08:11,Linacheck,0.75,Database,
2,Varian,600,14,16/01/2015 08:27,Linacheck,-0.4,Database,
2,Varian,2100CD,10,16/01/2015 15:58,Linacheck,-0.1,Database,
2,Varian,TrueBeam,20,17/01/2015 12:00,Farmer Chamber in Water,0.883120202,Database,
2,Varian,TrueBeam,20,17/01/2015 12:00,Farmer Chamber in Water,-0.093213901,Database,
2,Varian,2100CD,11,17/01/2015 12:42,Farmer Chamber in Water,0.008538121,Database,
2,Varian,2100CD,11,17/01/2015 15:32,Farmer Chamber in Water,0.858223644,Database,
2,Varian,TrueBeam,20,17/01/2015 16:54,Linacheck,0.2,Database,
2,Varian,2100CD,10,19/01/2015 08:02,Linacheck,-0.25,Database,
2,Varian,2100CD,11,19/01/2015 08:05,Linacheck,-0.15,Database,
2,Varian,600,13,19/01/2015 08:25,Linacheck,-2,Database,
2,Varian,2100CD,15,19/01/2015 08:27,Linacheck,0.55,Database,
2,Varian,2100CD,17,19/01/2015 08:32,Linacheck,0,Database,
2,Varian,TrueBeam,18,19/01/2015 08:34,QA3,1.17,Database,
2,Varian,2100CD,16,19/01/2015 08:36,QA3,-0.38,Database,
2,Varian,TrueBeam,20,19/01/2015 08:37,Linacheck,0,Database,
2,Varian,600,14,19/01/2015 08:37,Linacheck,-0.4,Database,
2,Varian,2100CD,12,19/01/2015 08:38,Linacheck,0.45,Database,
2,Varian,Edge,9,19/01/2015 08:49,Linacheck,1.05,Database,
2,Varian,TrueBeam,19,19/01/2015 09:35,Linacheck,0,Database,
2,Varian,2100CD,12,20/01/2015 08:07,Linacheck,0.85,Database,
2,Varian,600,13,20/01/2015 08:09,Linacheck,-2,Database,
2,Varian,600,14,20/01/2015 08:19,QA3,-1.29,Database,
2,Varian,2100CD,16,20/01/2015 08:23,Linacheck,0.3,Database,
2,Varian,2100CD,17,20/01/2015 08:24,QA3,-0.68,Database,
2,Varian,2100CD,15,20/01/2015 08:26,Linacheck,-0.15,Database,
2,Varian,TrueBeam,20,20/01/2015 08:27,QA3,-0.84,Database,
2,Varian,TrueBeam,18,20/01/2015 08:27,Linacheck,0.2,Database,
2,Varian,2100CD,11,20/01/2015 08:30,Linacheck,0.15,Database,
2,Varian,2100CD,10,20/01/2015 08:32,Linacheck,-0.2,Database,
2,Varian,TrueBeam,19,20/01/2015 08:35,QA3,1.76,Database,
2,Varian,2100CD,17,20/01/2015 18:56,Farmer Chamber in Water,0.600800887,Database,
2,Varian,2100CD,17,21/01/2015 08:07,Linacheck,0,Database,
2,Varian,600,13,21/01/2015 08:09,QA3,-0.53,Database,
2,Varian,2100CD,11,21/01/2015 08:17,QA3,0.29,Database,
2,Varian,2100CD,10,21/01/2015 08:18,Linacheck,-0.15,Database,
2,Varian,2100CD,12,21/01/2015 08:19,Linacheck,0.3,Database,
2,Varian,600,14,21/01/2015 08:20,Linacheck,-0.5,Database,
2,Varian,2100CD,15,21/01/2015 08:24,QA3,-0.94,Database,
2,Varian,2100CD,16,21/01/2015 08:30,Linacheck,0.5,Database,
2,Varian,TrueBeam,20,21/01/2015 08:34,Linacheck,0.25,Database,
2,Varian,TrueBeam,19,21/01/2015 08:37,QA3,0.96,Database,
2,Varian,TrueBeam,18,21/01/2015 08:44,Linacheck,0.25,Database,
2,Varian,Edge,9,21/01/2015 10:29,Linacheck,1,Database,
2,Varian,TrueBeam,18,22/01/2015 08:06,Linacheck,0.05,Database,
2,Varian,2100CD,17,22/01/2015 08:20,Linacheck,-0.1,Database,
2,Varian,2100CD,16,22/01/2015 08:21,Linacheck,0.15,Database,
2,Varian,2100CD,12,22/01/2015 08:25,QA3,-0.01,Database,
2,Varian,600,13,22/01/2015 08:27,Linacheck,-1.8,Database,
2,Varian,2100CD,15,22/01/2015 08:29,Linacheck,-0.25,Database,
2,Varian,Edge,9,22/01/2015 08:31,Linacheck,0.15,Database,
2,Varian,TrueBeam,20,22/01/2015 08:32,Linacheck,-0.05,Database,
2,Varian,2100CD,11,22/01/2015 08:32,Linacheck,0,Database,
2,Varian,2100CD,10,22/01/2015 08:33,Linacheck,-0.3,Database,
2,Varian,TrueBeam,19,22/01/2015 08:40,QA3,0.49,Database,
2,Varian,Edge,9,22/01/2015 09:20,QA3,-0.54,Database,
2,Varian,TrueBeam,18,22/01/2015 19:20,Farmer Chamber in Water,0.433371605,Database,
2,Varian,TrueBeam,18,23/01/2015 08:20,Linacheck,-0.15,Database,
2,Varian,TrueBeam,20,23/01/2015 08:20,Linacheck,0.2,Database,
2,Varian,2100CD,16,23/01/2015 08:20,Linacheck,0.05,Database,
2,Varian,2100CD,15,23/01/2015 08:21,Linacheck,-0.2,Database,
2,Varian,TrueBeam,19,23/01/2015 08:24,QA3,1.14,Database,
2,Varian,600,14,23/01/2015 08:24,Linacheck,-0.75,Database,
2,Varian,2100CD,11,23/01/2015 08:27,Linacheck,-0.1,Database,
2,Varian,2100CD,12,23/01/2015 08:35,Linacheck,0.25,Database,
2,Varian,2100CD,17,23/01/2015 08:35,Linacheck,-0.1,Database,
2,Varian,Edge,9,23/01/2015 08:39,Linacheck,1.5,Database,
2,Varian,2100CD,10,23/01/2015 08:43,QA3,-0.79,Database,
2,Varian,600,13,23/01/2015 15:32,Linacheck,-1.75,Database,
2,Varian,2100CD,11,26/01/2015 07:54,Linacheck,-0.3,Database,
2,Varian,TrueBeam,20,26/01/2015 07:56,Linacheck,-0.2,Database,
2,Varian,600,13,26/01/2015 07:59,Linacheck,-1.9,Database,
2,Varian,600,14,26/01/2015 08:14,Linacheck,-0.45,Database,
2,Varian,2100CD,10,26/01/2015 08:17,Linacheck,-0.35,Database,
2,Varian,2100CD,15,26/01/2015 08:26,Linacheck,-0.2,Database,
2,Varian,2100CD,16,26/01/2015 08:28,Linacheck,-0.4,Database,
2,Varian,TrueBeam,18,26/01/2015 08:31,Linacheck,-0.3,Database,
2,Varian,Edge,9,26/01/2015 08:40,Linacheck,0.6,Database,
2,Varian,2100CD,17,26/01/2015 08:44,QA3,-1.1,Database,
2,Varian,TrueBeam,19,26/01/2015 08:49,QA3,0.75,Database,
2,Varian,TrueBeam,18,27/01/2015 07:41,Linacheck,0.1,Database,
2,Varian,TrueBeam,19,27/01/2015 07:41,QA3,1.1,Database,
2,Varian,600,14,27/01/2015 07:57,QA3,-1.08,Database,
2,Varian,600,13,27/01/2015 07:59,Linacheck,-2.2,Database,
2,Varian,2100CD,11,27/01/2015 07:59,Linacheck,-0.15,Database,
2,Varian,2100CD,10,27/01/2015 08:12,Linacheck,-0.5,Database,
2,Varian,2100CD,17,27/01/2015 08:18,Linacheck,-0.2,Database,
2,Varian,2100CD,15,27/01/2015 08:32,Linacheck,-0.3,Database,
2,Varian,Edge,9,27/01/2015 08:34,Linacheck,0.75,Database,
2,Varian,2100CD,16,27/01/2015 08:37,QA3,-0.81,Database,
2,Varian,TrueBeam,20,27/01/2015 14:13,QA3,-1.37,Database,
2,Varian,2100CD,12,27/01/2015 15:49,Linacheck,1.5,Database,
2,Varian,Edge,9,28/01/2015 07:51,Linacheck,1.2,Database,
2,Varian,2100CD,17,28/01/2015 08:20,Linacheck,0.5,Database,
2,Varian,600,14,28/01/2015 08:21,Linacheck,-0.55,Database,
2,Varian,2100CD,12,28/01/2015 08:21,Linacheck,1.05,Database,
2,Varian,2100CD,10,28/01/2015 08:25,Linacheck,0.2,Database,
2,Varian,TrueBeam,18,28/01/2015 08:30,Linacheck,0.4,Database,
2,Varian,TrueBeam,19,28/01/2015 08:32,Linacheck,0.2,Database,
2,Varian,TrueBeam,20,28/01/2015 08:35,Linacheck,0.45,Database,
2,Varian,2100CD,11,28/01/2015 08:37,QA3,0.76,Database,
2,Varian,600,13,28/01/2015 08:39,QA3,-0.48,Database,
2,Varian,2100CD,16,28/01/2015 08:42,Linacheck,0.4,Database,
2,Varian,2100CD,15,28/01/2015 08:51,QA3,-0.47,Database,
2,Varian,2100CD,12,29/01/2015 08:23,QA3,0.01,Database,
2,Varian,TrueBeam,20,29/01/2015 08:25,Linacheck,0.7,Database,
2,Varian,2100CD,10,29/01/2015 08:25,Linacheck,0.2,Database,
2,Varian,600,14,29/01/2015 08:26,Linacheck,-1,Database,
2,Varian,600,13,29/01/2015 08:26,Linacheck,-1.9,Database,
2,Varian,2100CD,17,29/01/2015 08:26,Linacheck,0.5,Database,
2,Varian,2100CD,11,29/01/2015 08:36,Linacheck,0.85,Database,
2,Varian,2100CD,16,29/01/2015 08:37,Linacheck,0.5,Database,
2,Varian,TrueBeam,19,29/01/2015 08:40,QA3,1.77,Database,
2,Varian,2100CD,15,29/01/2015 08:42,Linacheck,0.1,Database,
2,Varian,2100CD,15,29/01/2015 08:42,Linacheck,0.1,Database,
2,Varian,TrueBeam,18,29/01/2015 09:08,Linacheck,0.35,Database,
2,Varian,Edge,9,29/01/2015 09:26,Linacheck,1.3,Database,
2,Varian,2100CD,10,29/01/2015 19:05,Farmer Chamber in Water,0.764119713,Database,
2,Varian,2100CD,17,30/01/2015 07:56,Linacheck,0.7,Database,
2,Varian,2100CD,15,30/01/2015 08:16,Linacheck,0.35,Database,
2,Varian,600,14,30/01/2015 08:21,Linacheck,-0.9,Database,
2,Varian,2100CD,16,30/01/2015 08:23,Linacheck,0.75,Database,
2,Varian,2100CD,10,30/01/2015 08:24,QA3,1.07,Database,
2,Varian,600,13,30/01/2015 08:30,Linacheck,-2.1,Database,
2,Varian,600,13,30/01/2015 08:30,Linacheck,-2.1,Database,
2,Varian,2100CD,11,30/01/2015 08:34,Linacheck,0.85,Database,
2,Varian,2100CD,12,30/01/2015 08:34,Linacheck,0.55,Database,
2,Varian,TrueBeam,20,30/01/2015 08:36,Linacheck,0.7,Database,
2,Varian,TrueBeam,18,30/01/2015 08:53,Linacheck,0.65,Database,
2,Varian,TrueBeam,19,30/01/2015 09:00,QA3,1.68,Database,
2,Varian,Edge,9,30/01/2015 09:09,Linacheck,1.4,Database,
2,Varian,600,14,31/01/2015 11:17,Linacheck,-0.9,Database,
2,Varian,2100CD,16,31/01/2015 12:43,Farmer Chamber in Water,1.165543999,Database,
2,Varian,2100CD,16,31/01/2015 16:15,QA3,1.46,Database,
2,Varian,TrueBeam,19,02/02/2015 07:39,QA3,0.96,Database,
2,Varian,2100CD,11,02/02/2015 08:04,Linacheck,0.45,Database,
2,Varian,2100CD,15,02/02/2015 08:06,Linacheck,-0.3,Database,
2,Varian,2100CD,16,02/02/2015 08:12,Linacheck,0.65,Database,
2,Varian,TrueBeam,20,02/02/2015 08:14,Linacheck,0.3,Database,
2,Varian,TrueBeam,20,02/02/2015 08:14,Linacheck,0.3,Database,
2,Varian,600,14,02/02/2015 08:30,Linacheck,-0.2,Database,
2,Varian,2100CD,10,02/02/2015 08:30,Linacheck,-0.2,Database,
2,Varian,600,13,02/02/2015 08:31,Linacheck,-2.05,Database,
2,Varian,2100CD,12,02/02/2015 08:35,Linacheck,0.25,Database,
2,Varian,2100CD,17,02/02/2015 08:38,QA3,-0.52,Database,
2,Varian,TrueBeam,18,02/02/2015 08:40,QA3,1.68,Database,
2,Varian,2100CD,10,03/02/2015 07:47,Linacheck,-0.3,Database,
2,Varian,TrueBeam,20,03/02/2015 07:50,QA3,-0.64,Database,
2,Varian,2100CD,11,03/02/2015 08:03,Linacheck,0.55,Database,
2,Varian,TrueBeam,19,03/02/2015 08:11,QA3,1.19,Database,
2,Varian,2100CD,12,03/02/2015 08:27,Linacheck,-0.25,Database,
2,Varian,2100CD,15,03/02/2015 08:29,Linacheck,0,Database,
2,Varian,2100CD,16,03/02/2015 08:32,QA3,0.52,Database,
2,Varian,600,13,03/02/2015 08:34,Linacheck,-2.2,Database,
2,Varian,2100CD,17,03/02/2015 08:34,Linacheck,0.1,Database,
2,Varian,600,14,03/02/2015 08:39,QA3,-0.79,Database,
2,Varian,TrueBeam,18,03/02/2015 14:40,Linacheck,0.1,Database,
2,Varian,TrueBeam,18,04/02/2015 07:56,Linacheck,0,Database,
2,Varian,2100CD,10,04/02/2015 08:06,Linacheck,-0.35,Database,
2,Varian,TrueBeam,20,04/02/2015 08:06,Linacheck,0.35,Database,
2,Varian,2100CD,11,04/02/2015 08:10,QA3,0.64,Database,
2,Varian,600,13,04/02/2015 08:12,QA3,-0.76,Database,
2,Varian,2100CD,12,04/02/2015 08:16,Linacheck,-0.55,Database,
2,Varian,600,14,04/02/2015 08:21,Linacheck,-0.75,Database,
2,Varian,2100CD,15,04/02/2015 08:30,QA3,-0.73,Database,
2,Varian,2100CD,16,04/02/2015 08:32,Linacheck,0.25,Database,
2,Varian,2100CD,17,04/02/2015 08:32,Linacheck,-0.1,Database,
2,Varian,2100CD,17,04/02/2015 08:33,Linacheck,-0.1,Database,
2,Varian,Edge,9,04/02/2015 09:06,Linacheck,1,Database,
2,Varian,TrueBeam,18,05/02/2015 07:46,Linacheck,0.1,Database,
2,Varian,TrueBeam,20,05/02/2015 07:57,Linacheck,0,Database,
2,Varian,600,13,05/02/2015 08:00,Linacheck,-2,Database,
2,Varian,2100CD,11,05/02/2015 08:00,Linacheck,0.1,Database,
2,Varian,600,14,05/02/2015 08:20,Linacheck,-0.7,Database,
2,Varian,2100CD,17,05/02/2015 08:21,Linacheck,-0.2,Database,
2,Varian,2100CD,10,05/02/2015 08:23,Linacheck,-0.3,Database,
2,Varian,2100CD,16,05/02/2015 08:23,Linacheck,0.15,Database,
2,Varian,2100CD,15,05/02/2015 08:28,Linacheck,-0.45,Database,
2,Varian,2100CD,12,05/02/2015 08:39,QA3,-0.5,Database,
2,Varian,Edge,9,05/02/2015 09:55,Linacheck,0.75,Database,
2,Varian,2100CD,16,06/02/2015 07:51,Linacheck,-0.35,Database,
2,Varian,2100CD,11,06/02/2015 07:51,Linacheck,0.15,Database,
2,Varian,TrueBeam,18,06/02/2015 07:52,Linacheck,-0.3,Database,
2,Varian,2100CD,12,06/02/2015 07:53,Linacheck,-0.8,Database,
2,Varian,2100CD,17,06/02/2015 07:55,Linacheck,-0.85,Database,
2,Varian,TrueBeam,20,06/02/2015 08:05,Linacheck,0.05,Database,
2,Varian,2100CD,10,06/02/2015 08:16,QA3,0.4,Database,
2,Varian,600,14,06/02/2015 08:27,Linacheck,-0.5,Database,
2,Varian,600,13,06/02/2015 08:29,Linacheck,-2.05,Database,
2,Varian,Edge,9,06/02/2015 08:35,Linacheck,1.1,Database,
2,Varian,2100CD,12,06/02/2015 14:03,Linacheck,-0.9,Database,
2,Varian,TrueBeam,19,06/02/2015 14:48,QA3,0.78,Database,
2,Varian,2100CD,12,06/02/2015 17:55,Farmer Chamber in Water,-1.378938112,Database,
2,Varian,TrueBeam,19,07/02/2015 12:04,Farmer Chamber in Water,0.731138539,Database,
2,Varian,TrueBeam,19,07/02/2015 12:05,Farmer Chamber in Water,0.09542611,Database,
2,Varian,TrueBeam,18,07/02/2015 15:45,Farmer Chamber in Water,-0.085022162,Database,
2,Varian,TrueBeam,18,07/02/2015 16:06,Linacheck,-0.4,Database,
2,Varian,TrueBeam,18,07/02/2015 16:13,Linacheck,0.05,Database,
2,Varian,TrueBeam,19,07/02/2015 16:19,QA3,0.02,Database,
2,Varian,TrueBeam,19,07/02/2015 16:27,Linacheck,-1.05,Database,
2,Varian,TrueBeam,19,07/02/2015 16:31,Linacheck,0.5,Database,
2,Varian,TrueBeam,18,07/02/2015 16:53,QA3,0.03,Database,
2,Varian,TrueBeam,20,09/02/2015 08:02,Linacheck,-0.2,Database,
2,Varian,TrueBeam,18,09/02/2015 08:09,QA3,-0.52,Database,
2,Varian,600,14,09/02/2015 08:15,Linacheck,-0.4,Database,
2,Varian,2100CD,16,09/02/2015 08:21,Linacheck,0.15,Database,
2,Varian,2100CD,11,09/02/2015 08:22,Linacheck,0.1,Database,
2,Varian,2100CD,17,09/02/2015 08:25,Linacheck,-0.6,Database,
2,Varian,2100CD,10,09/02/2015 08:26,Linacheck,-0.35,Database,
2,Varian,2100CD,12,09/02/2015 08:26,Linacheck,-0.75,Database,
2,Varian,600,13,09/02/2015 08:32,Linacheck,-2.4,Database,
2,Varian,TrueBeam,19,09/02/2015 08:35,Linacheck,-0.65,Database,
2,Varian,2100CD,15,09/02/2015 08:36,QA3,-1.07,Database,
2,Varian,600,13,10/02/2015 08:00,Linacheck,-2.3,Database,
2,Varian,TrueBeam,20,10/02/2015 08:05,QA3,-1.35,Database,
2,Varian,2100CD,17,10/02/2015 08:11,Linacheck,-0.4,Database,
2,Varian,2100CD,15,10/02/2015 08:11,Linacheck,-0.15,Database,
2,Varian,2100CD,12,10/02/2015 08:16,Linacheck,-1.15,Database,
2,Varian,2100CD,16,10/02/2015 08:23,QA3,-0.14,Database,
2,Varian,TrueBeam,18,10/02/2015 08:28,Linacheck,0.15,Database,
2,Varian,2100CD,11,10/02/2015 08:34,Linacheck,0.4,Database,
2,Varian,2100CD,10,10/02/2015 08:36,Linacheck,-0.5,Database,
2,Varian,TrueBeam,19,10/02/2015 08:37,QA3,0.47,Database,
2,Varian,Edge,9,10/02/2015 08:41,Linacheck,0.9,Database,
2,Varian,600,14,10/02/2015 09:01,Linacheck,-1.1,Database,
2,Varian,600,14,10/02/2015 17:56,QA3,-1.12,Database,
