Centre ID,Linac Manufacturer,Linac Model,Linac_ID,Date,Measurement Device,OP Dif (%),Recording,Comments
2,Varian,2100CD,16,29/04/2015 07:43,Linacheck,-0.35,Database,
2,Varian,TrueBeam,18,29/04/2015 07:46,Machine Performance Check,0.91,Database,
2,Varian,TrueBeam,20,29/04/2015 07:53,Machine Performance Check,0.74,Database,
2,Varian,Edge,9,29/04/2015 08:01,Machine Performance Check,0.33,Database,
2,Varian,2100CD,12,29/04/2015 08:04,Linacheck,-1.1,Database,
2,Varian,2100CD,17,29/04/2015 08:11,Linacheck,2.15,Database,
2,Varian,600,14,29/04/2015 08:11,Linacheck,-0.5,Database,
2,Varian,Edge,9,29/04/2015 08:12,Machine Performance Check,0.24,Database,
2,Varian,2100CD,10,29/04/2015 08:16,Linacheck,-0.05,Database,
2,Varian,600,13,29/04/2015 08:21,QA3,-0.99,Database,
2,Varian,TrueBeam,19,29/04/2015 08:23,Machine Performance Check,0.58,Database,
2,Varian,2100CD,11,29/04/2015 08:31,QA3,1.24,Database,
2,Varian,2100CD,12,29/04/2015 16:33,Linacheck,-1.2,Database,
2,Varian,TrueBeam,18,30/04/2015 07:34,Machine Performance Check,0.76,Database,
2,Varian,TrueBeam,20,30/04/2015 07:36,Machine Performance Check,0.88,Database,
2,Varian,600,13,30/04/2015 08:06,Linacheck,-0.9,Database,
2,Varian,2100CD,10,30/04/2015 08:08,Linacheck,1,Database,
2,Varian,600,14,30/04/2015 08:10,Linacheck,-0.9,Database,
2,Varian,2100CD,16,30/04/2015 08:17,Linacheck,-0.05,Database,
2,Varian,2100CD,11,30/04/2015 08:19,Linacheck,1.25,Database,
2,Varian,2100CD,12,30/04/2015 08:21,QA3,-1.05,Database,
2,Varian,Edge,9,30/04/2015 08:26,Machine Performance Check,0.23,Database,
2,Varian,2100CD,17,30/04/2015 08:28,Linacheck,2.05,Database,
2,Varian,TrueBeam,19,30/04/2015 08:29,Machine Performance Check,0.64,Database,
2,Varian,2100CD,15,30/04/2015 15:50,QA3,0.05,Database,
2,Varian,TrueBeam,20,30/04/2015 16:04,Machine Performance Check,0.88,Database,
2,Varian,TrueBeam,20,01/05/2015 08:08,Machine Performance Check,0.83,Database,
2,Varian,TrueBeam,18,01/05/2015 08:09,Machine Performance Check,0.81,Database,
2,Varian,Edge,9,01/05/2015 08:11,Machine Performance Check,0.25,Database,
2,Varian,2100CD,11,01/05/2015 08:15,Linacheck,0.85,Database,
2,Varian,600,13,01/05/2015 08:20,Linacheck,-1.2,Database,
2,Varian,TrueBeam,19,01/05/2015 08:21,Machine Performance Check,0.1,Database,
2,Varian,2100CD,10,01/05/2015 09:24,QA3,0.89,Database,
2,Varian,600,14,01/05/2015 09:34,Linacheck,-0.3,Database,
2,Varian,2100CD,15,01/05/2015 09:36,Linacheck,1.1,Database,
2,Varian,2100CD,16,01/05/2015 09:38,Linacheck,-0.25,Database,
2,Varian,2100CD,17,01/05/2015 09:55,Linacheck,2.1,Database,
2,Varian,TrueBeam,19,01/05/2015 11:22,QA3,-0.6,Database,
2,Varian,2100CD,12,01/05/2015 15:12,Linacheck,-1.2,Database,
2,Varian,2100CD,17,01/05/2015 17:54,Farmer Chamber in Water,1.198519036,Database,
2,Varian,2100CD,17,01/05/2015 18:07,Farmer Chamber in Water,-0.271490032,Database,
2,Varian,2100CD,17,01/05/2015 18:14,Linacheck,0.8,Database,
2,Varian,2100CD,17,01/05/2015 18:17,Linacheck,0,Database,
2,Varian,600,14,02/05/2015 12:51,Linacheck,-0.3,Database,
2,Varian,600,14,02/05/2015 12:51,Linacheck,-0.3,Database,
2,Varian,TrueBeam,20,04/05/2015 07:53,Machine Performance Check,1.04,Database,
2,Varian,2100CD,16,04/05/2015 08:17,Linacheck,-0.05,Database,
2,Varian,2100CD,10,04/05/2015 08:21,Linacheck,1.25,Database,
2,Varian,TrueBeam,18,04/05/2015 08:22,QA3,0.7,Database,
2,Varian,2100CD,15,04/05/2015 08:34,Linacheck,0.95,Database,
2,Varian,2100CD,11,04/05/2015 08:36,Linacheck,1.2,Database,
2,Varian,2100CD,12,04/05/2015 08:37,Linacheck,-1.5,Database,
2,Varian,600,14,04/05/2015 08:38,Linacheck,-0.75,Database,
2,Varian,2100CD,17,04/05/2015 08:40,QA3,0.73,Database,
2,Varian,TrueBeam,20,04/05/2015 12:19,Farmer Chamber in Water,0.747055641,Database,
2,Varian,2100CD,17,04/05/2015 12:28,Farmer Chamber in Water,0.641707179,Database,
2,Varian,2100CD,16,05/05/2015 07:46,QA3,0.08,Database,
2,Varian,TrueBeam,18,05/05/2015 08:06,Machine Performance Check,1,Database,
2,Varian,TrueBeam,20,05/05/2015 08:09,QA3,1.56,Database,
2,Varian,2100CD,17,05/05/2015 08:13,Linacheck,0.5,Database,
2,Varian,TrueBeam,19,05/05/2015 08:18,Machine Performance Check,0.44,Database,
2,Varian,TrueBeam,18,05/05/2015 08:20,Machine Performance Check,1.5,Database,
2,Varian,2100CD,15,05/05/2015 08:20,Linacheck,1.25,Database,
2,Varian,2100CD,12,05/05/2015 08:21,Linacheck,-0.35,Database,
2,Varian,2100CD,10,05/05/2015 08:22,Linacheck,1.6,Database,
2,Varian,600,14,05/05/2015 08:25,QA3,-0.74,Database,
2,Varian,Edge,9,05/05/2015 08:30,Machine Performance Check,0.46,Database,
2,Varian,2100CD,11,05/05/2015 08:30,Linacheck,1.6,Database,
2,Varian,600,13,05/05/2015 08:32,Linacheck,-1.15,Database,
2,Varian,TrueBeam,18,05/05/2015 08:33,Machine Performance Check,0.99,Database,
2,Varian,TrueBeam,19,05/05/2015 08:37,QA3,0.07,Database,
2,Varian,TrueBeam,18,05/05/2015 08:48,Machine Performance Check,1.21,Database,
2,Varian,2100CD,16,05/05/2015 19:36,Farmer Chamber in Water,0.500640255,Database,
2,Varian,2100CD,15,06/05/2015 07:43,QA3,0.48,Database,
2,Varian,TrueBeam,18,06/05/2015 07:50,Machine Performance Check,1.07,Database,
2,Varian,TrueBeam,18,06/05/2015 08:06,Machine Performance Check,-0.09,Database,
2,Varian,Edge,9,06/05/2015 08:07,Machine Performance Check,0.52,Database,
2,Varian,2100CD,16,06/05/2015 08:10,Linacheck,0.15,Database,
2,Varian,TrueBeam,18,06/05/2015 08:11,Machine Performance Check,1.11,Database,
2,Varian,2100CD,12,06/05/2015 08:16,Linacheck,-0.85,Database,
2,Varian,2100CD,17,06/05/2015 08:21,Linacheck,0.45,Database,
2,Varian,TrueBeam,19,06/05/2015 08:27,Machine Performance Check,0.33,Database,
2,Varian,Edge,9,06/05/2015 08:27,Machine Performance Check,0.61,Database,
2,Varian,600,13,06/05/2015 08:30,QA3,-0.67,Database,
2,Varian,2100CD,11,06/05/2015 08:34,QA3,2.06,Database,
2,Varian,2100CD,10,06/05/2015 08:41,Linacheck,1.5,Database,
2,Varian,600,14,06/05/2015 08:42,Linacheck,-0.7,Database,
2,Varian,TrueBeam,19,06/05/2015 08:45,QA3,-0.11,Database,
2,Varian,2100CD,11,06/05/2015 16:55,Linacheck,1.45,Database,
2,Varian,2100CD,17,07/05/2015 07:54,QA3,0.79,Database,
2,Varian,TrueBeam,18,07/05/2015 08:05,Machine Performance Check,0.39,Database,
2,Varian,2100CD,15,07/05/2015 08:05,Linacheck,0.85,Database,
2,Varian,TrueBeam,20,07/05/2015 08:09,Machine Performance Check,0.97,Database,
2,Varian,600,14,07/05/2015 08:15,Linacheck,-0.15,Database,
2,Varian,TrueBeam,18,07/05/2015 08:16,Machine Performance Check,0.63,Database,
2,Varian,Edge,9,07/05/2015 08:19,QA3,-0.4,Database,
2,Varian,600,13,07/05/2015 08:20,Linacheck,-1.25,Database,
2,Varian,2100CD,11,07/05/2015 08:21,Linacheck,1,Database,
2,Varian,2100CD,16,07/05/2015 08:22,Linacheck,0.25,Database,
2,Varian,2100CD,10,07/05/2015 08:28,Linacheck,1.25,Database,
2,Varian,2100CD,12,07/05/2015 08:29,QA3,-0.32,Database,
2,Varian,TrueBeam,19,07/05/2015 08:30,Machine Performance Check,-0.3,Database,
2,Varian,TrueBeam,20,07/05/2015 19:46,Farmer Chamber in Water,0.832772677,Database,
2,Varian,2100CD,16,08/05/2015 07:42,Linacheck,-0.35,Database,
2,Varian,TrueBeam,20,08/05/2015 07:51,Machine Performance Check,0.96,Database,
2,Varian,2100CD,17,08/05/2015 07:52,Linacheck,-0.1,Database,
2,Varian,TrueBeam,19,08/05/2015 08:00,Machine Performance Check,0.1,Database,
2,Varian,Edge,9,08/05/2015 08:07,Machine Performance Check,0.25,Database,
2,Varian,2100CD,12,08/05/2015 08:07,Linacheck,-1.25,Database,
2,Varian,TrueBeam,18,08/05/2015 08:11,Machine Performance Check,0.42,Database,
2,Varian,2100CD,15,08/05/2015 08:17,Linacheck,0.7,Database,
2,Varian,600,13,08/05/2015 08:18,Linacheck,-1.1,Database,
2,Varian,600,14,08/05/2015 08:18,Linacheck,-0.3,Database,
2,Varian,2100CD,10,08/05/2015 08:19,QA3,0.79,Database,
2,Varian,2100CD,11,08/05/2015 08:29,Linacheck,1.2,Database,
2,Varian,Edge,9,08/05/2015 08:32,Machine Performance Check,0.24,Database,
2,Varian,TrueBeam,19,08/05/2015 12:58,Farmer Chamber in Water,-0.129444385,Database,
2,Varian,TrueBeam,20,09/05/2015 09:50,Farmer Chamber in Water,-0.567773055,Database,
2,Varian,TrueBeam,20,09/05/2015 09:50,Farmer Chamber in Water,0.632945029,Database,
2,Varian,TrueBeam,20,09/05/2015 09:57,Machine Performance Check,-0.18,Database,
2,Varian,600,14,09/05/2015 10:14,Linacheck,-0.25,Database,
2,Varian,2100CD,11,09/05/2015 13:43,Farmer Chamber in Water,1.671081058,Database,
2,Varian,2100CD,11,09/05/2015 14:58,Farmer Chamber in Water,-0.191088545,Database,
2,Varian,2100CD,11,09/05/2015 15:05,Farmer Chamber in Water,-0.250756831,Database,
2,Varian,Edge,9,11/05/2015 07:31,Machine Performance Check,0.26,Database,
2,Varian,Edge,9,11/05/2015 07:46,Machine Performance Check,0.23,Database,
2,Varian,600,14,11/05/2015 07:50,Linacheck,-0.75,Database,
2,Varian,TrueBeam,18,11/05/2015 08:00,QA3,-0.36,Database,
2,Varian,TrueBeam,19,11/05/2015 08:07,QA3,-0.62,Database,
2,Varian,TrueBeam,20,11/05/2015 08:13,Machine Performance Check,-0.3,Database,
2,Varian,2100CD,15,11/05/2015 08:13,Linacheck,0.8,Database,
2,Varian,600,13,11/05/2015 08:16,Linacheck,-1.4,Database,
2,Varian,2100CD,12,11/05/2015 08:20,Linacheck,-1.3,Database,
2,Varian,2100CD,10,11/05/2015 08:21,Linacheck,1.4,Database,
2,Varian,2100CD,17,11/05/2015 08:21,QA3,0.82,Database,
2,Varian,2100CD,11,11/05/2015 08:21,Linacheck,-0.9,Database,
2,Varian,2100CD,16,11/05/2015 08:30,Linacheck,0.3,Database,
2,Varian,2100CD,10,12/05/2015 07:41,Linacheck,1.15,Database,
2,Varian,TrueBeam,18,12/05/2015 08:01,Machine Performance Check,0.45,Database,
2,Varian,2100CD,11,12/05/2015 08:02,Linacheck,-0.8,Database,
2,Varian,2100CD,17,12/05/2015 08:03,Linacheck,0.2,Database,
2,Varian,Edge,9,12/05/2015 08:06,Machine Performance Check,0.23,Database,
2,Varian,TrueBeam,20,12/05/2015 08:08,QA3,0.03,Database,
2,Varian,Edge,9,12/05/2015 08:16,Machine Performance Check,0.21,Database,
2,Varian,2100CD,12,12/05/2015 08:18,Linacheck,-1.5,Database,
2,Varian,2100CD,15,12/05/2015 08:19,Linacheck,0.65,Database,
2,Varian,600,13,12/05/2015 08:20,Linacheck,-1.05,Database,
2,Varian,2100CD,16,12/05/2015 08:23,QA3,-0.19,Database,
2,Varian,600,14,12/05/2015 08:25,QA3,-1.1,Database,
2,Varian,TrueBeam,19,12/05/2015 08:51,Machine Performance Check,-0.05,Database,
2,Varian,2100CD,15,12/05/2015 17:07,Farmer Chamber in Water,0.92142795,Database,
2,Varian,Edge,9,12/05/2015 17:39,Machine Performance Check,0.24,Database,
2,Varian,2100CD,17,12/05/2015 19:05,Farmer Chamber in Water,0.649069841,Database,
2,Varian,2100CD,12,12/05/2015 19:51,Farmer Chamber in Water,-1.327042743,Database,
2,Varian,Edge,9,13/05/2015 07:39,Machine Performance Check,-0.47,Database,
2,Varian,2100CD,17,13/05/2015 07:59,Linacheck,0.3,Database,
2,Varian,TrueBeam,18,13/05/2015 08:00,Machine Performance Check,0.37,Database,
2,Varian,TrueBeam,20,13/05/2015 08:01,Machine Performance Check,-0.34,Database,
2,Varian,600,13,13/05/2015 08:02,Linacheck,-0.95,Database,
2,Varian,TrueBeam,18,13/05/2015 08:05,Machine Performance Check,0.63,Database,
2,Varian,2100CD,10,13/05/2015 08:16,Linacheck,1.1,Database,
2,Varian,600,14,13/05/2015 08:17,Linacheck,-0.65,Database,
2,Varian,2100CD,15,13/05/2015 08:17,QA3,0.2,Database,
2,Varian,2100CD,12,13/05/2015 08:20,Linacheck,-1.45,Database,
2,Varian,TrueBeam,19,13/05/2015 08:21,Machine Performance Check,0.12,Database,
2,Varian,2100CD,16,13/05/2015 08:31,Linacheck,-0.35,Database,
2,Varian,2100CD,11,13/05/2015 08:33,QA3,-0.12,Database,
2,Varian,600,13,13/05/2015 12:58,QA3,-0.73,Database,
2,Varian,2100CD,11,14/05/2015 07:51,Linacheck,-0.8,Database,
2,Varian,Edge,9,14/05/2015 07:53,QA3,0.3,Database,
2,Varian,2100CD,10,14/05/2015 07:55,Linacheck,1.2,Database,
2,Varian,TrueBeam,20,14/05/2015 08:03,Machine Performance Check,-0.46,Database,
2,Varian,600,13,14/05/2015 08:05,Linacheck,-1.2,Database,
2,Varian,TrueBeam,18,14/05/2015 08:13,Machine Performance Check,0.14,Database,
2,Varian,600,14,14/05/2015 08:21,Linacheck,-0.35,Database,
2,Varian,2100CD,15,14/05/2015 08:24,Linacheck,0.6,Database,
2,Varian,2100CD,12,14/05/2015 08:25,QA3,-1.56,Database,
2,Varian,2100CD,16,14/05/2015 08:27,Linacheck,-0.05,Database,
2,Varian,TrueBeam,19,14/05/2015 08:40,Machine Performance Check,0.2,Database,
2,Varian,2100CD,17,14/05/2015 11:50,Linacheck,0.2,Database,
2,Varian,2100CD,17,15/05/2015 07:45,Linacheck,-0.25,Database,
2,Varian,2100CD,16,15/05/2015 07:53,Linacheck,-0.25,Database,
2,Varian,TrueBeam,18,15/05/2015 08:03,Machine Performance Check,0.71,Database,
2,Varian,Edge,9,15/05/2015 08:03,Machine Performance Check,-0.21,Database,
2,Varian,2100CD,11,15/05/2015 08:06,Linacheck,-0.9,Database,
2,Varian,TrueBeam,20,15/05/2015 08:08,Machine Performance Check,-0.45,Database,
2,Varian,Edge,9,15/05/2015 08:11,Machine Performance Check,-0.24,Database,
2,Varian,600,13,15/05/2015 08:12,Linacheck,-1.1,Database,
2,Varian,600,14,15/05/2015 08:14,Linacheck,-0.4,Database,
2,Varian,2100CD,12,15/05/2015 08:16,Linacheck,-1.25,Database,
2,Varian,2100CD,15,15/05/2015 08:18,Linacheck,0.7,Database,
2,Varian,TrueBeam,19,15/05/2015 08:37,Machine Performance Check,-0.03,Database,
2,Varian,2100CD,10,15/05/2015 08:38,QA3,0.96,Database,
2,Varian,Edge,9,15/05/2015 12:49,Machine Performance Check,0.15,Database,
2,Varian,TrueBeam,20,16/05/2015 14:29,Machine Performance Check,-0.39,Database,
2,Varian,2100CD,11,18/05/2015 07:55,Linacheck,-0.5,Database,
2,Varian,TrueBeam,20,18/05/2015 08:00,Machine Performance Check,-0.25,Database,
2,Varian,2100CD,12,18/05/2015 08:04,Linacheck,-1.2,Database,
2,Varian,2100CD,10,18/05/2015 08:14,Linacheck,1.5,Database,
2,Varian,600,13,18/05/2015 08:15,Linacheck,-1.1,Database,
2,Varian,Edge,9,18/05/2015 08:18,Machine Performance Check,0.06,Database,
2,Varian,600,14,18/05/2015 08:18,Linacheck,-0.6,Database,
2,Varian,2100CD,17,18/05/2015 08:23,Linacheck,0.3,Database,
2,Varian,TrueBeam,18,18/05/2015 08:26,QA3,0.39,Database,
2,Varian,2100CD,16,18/05/2015 08:27,Linacheck,-0.3,Database,
2,Varian,2100CD,15,18/05/2015 08:30,QA3,0.17,Database,
2,Varian,Edge,9,18/05/2015 08:31,Machine Performance Check,0.07,Database,
2,Varian,TrueBeam,19,18/05/2015 08:35,QA3,-0.05,Database,
2,Varian,Edge,9,18/05/2015 08:37,Machine Performance Check,0.06,Database,
2,Varian,TrueBeam,18,19/05/2015 07:27,Machine Performance Check,0.84,Database,
2,Varian,Edge,9,19/05/2015 07:50,Machine Performance Check,0.3,Database,
2,Varian,600,14,19/05/2015 08:06,QA3,-0.45,Database,
2,Varian,2100CD,10,19/05/2015 08:09,Linacheck,1.6,Database,
2,Varian,2100CD,12,19/05/2015 08:12,Linacheck,-1.15,Database,
2,Varian,2100CD,17,19/05/2015 08:15,Linacheck,0.4,Database,
2,Varian,600,13,19/05/2015 08:20,Linacheck,-1.3,Database,
2,Varian,TrueBeam,20,19/05/2015 08:20,QA3,0.35,Database,
2,Varian,2100CD,15,19/05/2015 08:20,Linacheck,1,Database,
2,Varian,2100CD,11,19/05/2015 08:21,Linacheck,-0.6,Database,
2,Varian,2100CD,16,19/05/2015 08:33,QA3,0.42,Database,
2,Varian,TrueBeam,19,19/05/2015 08:43,Machine Performance Check,0.82,Database,
2,Varian,2100CD,15,19/05/2015 17:10,Linacheck,0.85,Database,
2,Varian,TrueBeam,18,19/05/2015 18:52,Machine Performance Check,-2.89,Database,
2,Varian,TrueBeam,18,19/05/2015 19:00,Machine Performance Check,0.49,Database,
2,Varian,Edge,9,20/05/2015 07:29,Machine Performance Check,0.15,Database,
2,Varian,2100CD,12,20/05/2015 07:54,Linacheck,-1.4,Database,
2,Varian,TrueBeam,19,20/05/2015 07:57,Machine Performance Check,0.55,Database,
2,Varian,2100CD,17,20/05/2015 08:01,Linacheck,0.5,Database,
2,Varian,TrueBeam,20,20/05/2015 08:02,Machine Performance Check,-0.11,Database,
2,Varian,TrueBeam,18,20/05/2015 08:04,Machine Performance Check,0.73,Database,
2,Varian,2100CD,11,20/05/2015 08:15,QA3,0.13,Database,
2,Varian,2100CD,16,20/05/2015 08:17,Linacheck,-0.2,Database,
2,Varian,600,14,20/05/2015 08:20,Linacheck,-0.75,Database,
2,Varian,600,13,20/05/2015 08:23,QA3,-0.44,Database,
2,Varian,2100CD,10,20/05/2015 08:24,Linacheck,1.4,Database,
2,Varian,2100CD,15,20/05/2015 08:28,Linacheck,0.9,Database,
2,Varian,Edge,9,20/05/2015 17:33,Machine Performance Check,0.27,Database,
2,Varian,TrueBeam,18,21/05/2015 07:59,Machine Performance Check,0.62,Database,
2,Varian,TrueBeam,20,21/05/2015 08:07,Machine Performance Check,-0.52,Database,
2,Varian,2100CD,10,21/05/2015 08:15,Linacheck,1.3,Database,
2,Varian,600,14,21/05/2015 08:16,Linacheck,-0.4,Database,
2,Varian,600,13,21/05/2015 08:16,Linacheck,-1.25,Database,
2,Varian,2100CD,16,21/05/2015 08:21,Linacheck,-0.45,Database,
2,Varian,2100CD,15,21/05/2015 08:25,Linacheck,0.45,Database,
2,Varian,2100CD,17,21/05/2015 08:26,QA3,0.52,Database,
2,Varian,TrueBeam,19,21/05/2015 08:30,Machine Performance Check,0.36,Database,
2,Varian,2100CD,12,21/05/2015 08:30,QA3,-0.92,Database,
2,Varian,Edge,9,21/05/2015 08:30,QA3,0.31,Database,
2,Varian,2100CD,11,21/05/2015 08:47,Linacheck,-0.9,Database,
2,Varian,TrueBeam,20,22/05/2015 07:56,Machine Performance Check,-0.44,Database,
2,Varian,2100CD,17,22/05/2015 07:56,Linacheck,0.2,Database,
2,Varian,TrueBeam,18,22/05/2015 08:02,Machine Performance Check,0.54,Database,
2,Varian,Edge,9,22/05/2015 08:03,Machine Performance Check,-0.13,Database,
2,Varian,2100CD,16,22/05/2015 08:05,Linacheck,0.05,Database,
2,Varian,2100CD,12,22/05/2015 08:13,Linacheck,-1.45,Database,
2,Varian,2100CD,10,22/05/2015 08:16,QA3,0.87,Database,
2,Varian,600,13,22/05/2015 08:19,Linacheck,-1.1,Database,
2,Varian,600,14,22/05/2015 08:20,Linacheck,-0.45,Database,
2,Varian,TrueBeam,19,22/05/2015 08:43,Machine Performance Check,0.48,Database,
2,Varian,2100CD,15,22/05/2015 08:55,Linacheck,0.6,Database,
2,Varian,2100CD,11,22/05/2015 08:59,Linacheck,-0.95,Database,
2,Varian,2100CD,15,22/05/2015 16:39,Linacheck,0.75,Database,
2,Varian,TrueBeam,18,25/05/2015 08:00,QA3,0.28,Database,
2,Varian,TrueBeam,20,25/05/2015 08:07,Machine Performance Check,-0.24,Database,
2,Varian,2100CD,11,25/05/2015 08:18,Linacheck,-0.4,Database,
2,Varian,2100CD,15,25/05/2015 08:18,Linacheck,0.6,Database,
2,Varian,2100CD,17,25/05/2015 08:26,Linacheck,0.25,Database,
2,Varian,TrueBeam,20,25/05/2015 08:27,Machine Performance Check,-0.33,Database,
2,Varian,2100CD,16,25/05/2015 08:30,Linacheck,0.1,Database,
2,Varian,600,14,25/05/2015 08:41,Linacheck,-0.8,Database,
2,Varian,2100CD,10,25/05/2015 08:45,Linacheck,1.4,Database,
2,Varian,2100CD,12,25/05/2015 09:05,Linacheck,-1.35,Database,
2,Varian,Edge,9,25/05/2015 13:36,Machine Performance Check,0.02,Database,
2,Varian,Edge,9,25/05/2015 13:44,Machine Performance Check,0.03,Database,
2,Varian,2100CD,11,26/05/2015 07:51,Linacheck,-0.6,Database,
2,Varian,Edge,9,26/05/2015 08:04,Machine Performance Check,-0.11,Database,
2,Varian,600,13,26/05/2015 08:04,Linacheck,-1.3,Database,
2,Varian,2100CD,17,26/05/2015 08:04,Linacheck,0.1,Database,
2,Varian,600,14,26/05/2015 08:06,QA3,0.03,Database,
2,Varian,2100CD,10,26/05/2015 08:14,Linacheck,1.2,Database,
2,Varian,2100CD,12,26/05/2015 08:16,Linacheck,-1.7,Database,
2,Varian,2100CD,15,26/05/2015 08:19,Linacheck,0.5,Database,
2,Varian,TrueBeam,18,26/05/2015 08:20,Machine Performance Check,0.67,Database,
2,Varian,2100CD,16,26/05/2015 08:21,QA3,-0.31,Database,
2,Varian,TrueBeam,20,26/05/2015 08:27,QA3,0.06,Database,
2,Varian,TrueBeam,19,26/05/2015 08:38,QA3,-0.75,Database,
2,Varian,TrueBeam,18,27/05/2015 07:37,Machine Performance Check,0.47,Database,
2,Varian,600,14,27/05/2015 08:00,Linacheck,-0.3,Database,
2,Varian,TrueBeam,20,27/05/2015 08:02,Machine Performance Check,-0.44,Database,
2,Varian,2100CD,17,27/05/2015 08:07,Linacheck,0.1,Database,
2,Varian,2100CD,17,27/05/2015 08:08,Linacheck,0.1,Database,
2,Varian,2100CD,11,27/05/2015 08:08,QA3,0.77,Database,
2,Varian,2100CD,16,27/05/2015 08:13,Linacheck,-0.35,Database,
2,Varian,2100CD,15,27/05/2015 08:19,QA3,0.16,Database,
2,Varian,Edge,9,27/05/2015 08:22,Machine Performance Check,0.24,Database,
2,Varian,2100CD,10,27/05/2015 08:24,Linacheck,1.35,Database,
2,Varian,600,13,27/05/2015 08:25,QA3,-0.23,Database,
2,Varian,TrueBeam,19,27/05/2015 08:33,Machine Performance Check,-0.03,Database,
2,Varian,Edge,9,27/05/2015 08:38,Machine Performance Check,0.08,Database,
2,Varian,2100CD,11,27/05/2015 13:43,Linacheck,-0.45,Database,
2,Varian,600,13,27/05/2015 17:21,Farmer Chamber in Water,-1.006857795,Database,
2,Varian,2100CD,10,27/05/2015 19:55,Farmer Chamber in Water,2.116789242,Database,
2,Varian,2100CD,10,27/05/2015 20:42,Farmer Chamber in Water,-0.195249411,Database,
2,Varian,2100CD,10,27/05/2015 20:48,Linacheck,-1,Database,
2,Varian,2100CD,10,27/05/2015 20:59,Linacheck,-0.1,Database,
2,Varian,TrueBeam,18,28/05/2015 07:26,Machine Performance Check,0.76,Database,
2,Varian,TrueBeam,20,28/05/2015 08:00,Machine Performance Check,-0.14,Database,
2,Varian,2100CD,10,28/05/2015 08:00,Linacheck,-0.2,Database,
2,Varian,600,13,28/05/2015 08:06,Linacheck,-1.4,Database,
2,Varian,Edge,9,28/05/2015 08:07,QA3,0.62,Database,
2,Varian,2100CD,17,28/05/2015 08:10,QA3,1.26,Database,
2,Varian,2100CD,11,28/05/2015 08:20,Linacheck,-0.6,Database,
2,Varian,2100CD,16,28/05/2015 08:20,Linacheck,-0.15,Database,
2,Varian,TrueBeam,19,28/05/2015 08:38,Machine Performance Check,0.28,Database,
2,Varian,2100CD,12,28/05/2015 08:44,QA3,-0.13,Database,
2,Varian,600,14,28/05/2015 10:32,QA3,0.26,Database,
2,Varian,2100CD,15,28/05/2015 14:22,Linacheck,0.75,Database,
2,Varian,TrueBeam,18,29/05/2015 07:39,Machine Performance Check,0.83,Database,
2,Varian,TrueBeam,20,29/05/2015 07:39,Machine Performance Check,-0.03,Database,
2,Varian,2100CD,15,29/05/2015 08:02,Linacheck,1.05,Database,
2,Varian,Edge,9,29/05/2015 08:08,Machine Performance Check,0.35,Database,
2,Varian,600,13,29/05/2015 08:08,Linacheck,-1.25,Database,
2,Varian,2100CD,17,29/05/2015 08:11,Linacheck,0.35,Database,
2,Varian,2100CD,16,29/05/2015 08:13,Linacheck,0.55,Database,
2,Varian,600,14,29/05/2015 08:14,Linacheck,-0.7,Database,
2,Varian,2100CD,10,29/05/2015 08:17,QA3,-0.43,Database,
2,Varian,2100CD,12,29/05/2015 08:21,Linacheck,-1.2,Database,
2,Varian,2100CD,12,29/05/2015 08:21,Linacheck,-1.2,Database,
2,Varian,2100CD,11,29/05/2015 08:27,Linacheck,-0.5,Database,
2,Varian,TrueBeam,19,29/05/2015 08:43,Machine Performance Check,0.22,Database,
2,Varian,Edge,9,30/05/2015 08:36,Machine Performance Check,0.54,Database,
2,Varian,TrueBeam,20,30/05/2015 09:31,Machine Performance Check,-0.08,Database,
2,Varian,TrueBeam,18,30/05/2015 09:51,Farmer Chamber in Water,1.329889789,Database,
2,Varian,TrueBeam,18,30/05/2015 09:51,Farmer Chamber in Water,0.050633175,Database,
2,Varian,TrueBeam,18,30/05/2015 10:48,QA3,-0.08,Database,
2,Varian,TrueBeam,18,30/05/2015 10:52,Machine Performance Check,-2.1,Database,
2,Varian,TrueBeam,18,30/05/2015 11:23,Machine Performance Check,1.63,Database,
2,Varian,2100CD,12,30/05/2015 12:17,Linacheck,-1.75,Database,
2,Varian,Edge,9,30/05/2015 13:35,Farmer Chamber in Water,0.482226763,Database,
2,Varian,Edge,9,30/05/2015 14:19,QA3,0.72,Database,
2,Varian,2100CD,11,30/05/2015 15:09,QA3,1.08,Database,
2,Varian,2100CD,11,30/05/2015 15:09,QA3,1.8,Database,
2,Varian,2100CD,12,31/05/2015 15:21,Linacheck,-0.55,Database,
2,Varian,TrueBeam,19,31/05/2015 15:48,Machine Performance Check,-1.29,Database,
2,Varian,TrueBeam,18,31/05/2015 16:04,Machine Performance Check,0.92,Database,
2,Varian,Edge,9,31/05/2015 19:13,Machine Performance Check,16.88,Database,
2,Varian,Edge,9,31/05/2015 19:31,Machine Performance Check,0.27,Database,
2,Varian,Edge,9,01/06/2015 07:26,Machine Performance Check,0.09,Database,
2,Varian,Edge,9,01/06/2015 07:42,Machine Performance Check,0.1,Database,
2,Varian,2100CD,15,01/06/2015 07:55,Linacheck,0.85,Database,
2,Varian,TrueBeam,20,01/06/2015 07:57,Machine Performance Check,0.1,Database,
2,Varian,2100CD,17,01/06/2015 08:02,Linacheck,0.7,Database,
2,Varian,600,14,01/06/2015 08:14,Linacheck,-0.35,Database,
