n,k,ab,ab_sd,d,d_shift,d_sd,d_trend,n0,max_d,d_interest,k_1,k_2,k_3,k_4,k_5
500.0,5.0,2.0,1.0,2.0,-4.0,0.5,0.0,160.0,100.0,68.0,36.9608873814,36.1428741467,35.531333691,33.8813467528,34.2538376242
500.0,5.0,2.0,0.2,2.0,-4.0,0.5,0.0,165.0,100.0,68.0,37.3193455831,37.8851467751,37.2617789369,36.820613191,37.0376925237
500.0,5.0,2.0,0.4,2.0,-4.0,0.5,0.0,165.0,100.0,68.0,35.5495399502,37.158644692,36.54728961,36.5188686911,37.5492472711
500.0,5.0,2.0,0.6,2.0,-4.0,0.5,0.0,165.0,100.0,68.0,38.1127911712,36.485258473,36.2876243565,37.0902978821,35.8923874788
500.0,5.0,2.0,0.8,2.0,-4.0,0.5,0.0,165.0,100.0,68.0,34.9784213633,35.9483268724,34.4197124928,36.6468537719,37.1809691837
500.0,5.0,2.0,1.0,2.0,-4.0,0.5,0.0,165.0,100.0,68.0,34.2838564854,35.1426735898,32.7675587898,35.3403172619,35.7011874147
500.0,5.0,2.0,0.2,2.0,-4.0,0.5,0.0,170.0,100.0,68.0,36.0784939152,36.320101416,35.0763062076,36.666994127,37.0350954551
500.0,5.0,2.0,0.4,2.0,-4.0,0.5,0.0,170.0,100.0,68.0,36.1698443719,36.5684370791,37.0659790996,35.876796279,36.4727333406
500.0,5.0,2.0,0.6,2.0,-4.0,0.5,0.0,170.0,100.0,68.0,35.9766270383,34.4639866695,35.8215181123,35.268434399,34.2308888976
500.0,5.0,2.0,0.8,2.0,-4.0,0.5,0.0,170.0,100.0,68.0,35.771533469,35.3444377677,34.8397135487,36.9792619732,34.9791932681
500.0,5.0,2.0,1.0,2.0,-4.0,0.5,0.0,170.0,100.0,68.0,31.9172990859,33.9215300332,33.1139005555,33.9237684339,35.5273056312
500.0,5.0,2.0,0.2,2.0,-4.0,0.5,0.0,175.0,100.0,68.0,34.8590656452,34.7270073599,35.0667824823,35.210038347,34.9968234878
500.0,5.0,2.0,0.4,2.0,-4.0,0.5,0.0,175.0,100.0,68.0,35.3459495275,33.8059545162,34.7569434535,34.9827012934,35.0032194069
500.0,5.0,2.0,0.6,2.0,-4.0,0.5,0.0,175.0,100.0,68.0,36.0938277205,35.5509808667,35.0959348938,35.9700611599,35.8680241156
500.0,5.0,2.0,0.8,2.0,-4.0,0.5,0.0,175.0,100.0,68.0,32.7354636593,34.1526764398,35.0715662136,33.9633576117,33.5943973557
500.0,5.0,2.0,1.0,2.0,-4.0,0.5,0.0,175.0,100.0,68.0,36.3374971447,34.2126816691,33.2939132618,34.8579161075,35.466073133
500.0,5.0,2.0,0.2,2.0,-4.0,0.5,0.0,145.0,100.0,70.0,46.939210923,46.9954787001,46.2581227584,46.7785272521,46.8236237059
500.0,5.0,2.0,0.4,2.0,-4.0,0.5,0.0,145.0,100.0,70.0,46.571176823,45.9595842293,46.7270952199,45.3627366996,46.1057095999
500.0,5.0,2.0,0.6,2.0,-4.0,0.5,0.0,145.0,100.0,70.0,45.3146095941,45.2095346199,45.9980131685,44.8820586666,43.4815197795
500.0,5.0,2.0,0.8,2.0,-4.0,0.5,0.0,145.0,100.0,70.0,43.7213680224,42.3605161157,43.4283652089,41.849787312,45.0887438362
500.0,5.0,2.0,1.0,2.0,-4.0,0.5,0.0,145.0,100.0,70.0,42.337855308,41.8495501011,41.102482087,42.4365097054,41.6184100125
500.0,5.0,2.0,0.2,2.0,-4.0,0.5,0.0,150.0,100.0,70.0,45.4971044713,45.6344739274,45.0992417774,45.8119296213,46.6028504058
500.0,5.0,2.0,0.4,2.0,-4.0,0.5,0.0,150.0,100.0,70.0,45.515652524,45.4116610841,46.6545540416,44.7519662943,44.5617490403
500.0,5.0,2.0,0.6,2.0,-4.0,0.5,0.0,150.0,100.0,70.0,42.7840160296,45.5491023443,42.7629897923,43.1351624606,44.9734889313
500.0,5.0,2.0,0.8,2.0,-4.0,0.5,0.0,150.0,100.0,70.0,42.3802077331,41.3637625505,41.558652116,43.5978684422,42.4056784621
500.0,5.0,2.0,1.0,2.0,-4.0,0.5,0.0,150.0,100.0,70.0,39.9875758301,40.7978294552,41.7268694675,39.9883465962,40.4488632343
