n,k,ab,ab_sd,d,d_shift,d_sd,d_trend,n0,max_d,d_interest,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10 
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,160.0,100.0,64.0,89.8532945998,90.0226497097,89.788578333,89.9927788212,90.1436888378,90.0762435628,89.9347869579,89.8446355469,89.7714152923,89.8488879193
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,165.0,100.0,64.0,89.7208366374,89.3088018852,89.4025965773,89.5761279972,89.7826054198,89.6300279322,89.7056112518,89.4737149531,89.4868254605,89.7006433363
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,170.0,100.0,64.0,89.1214982421,89.3647365521,89.3096646977,89.3776463541,89.3796318943,89.4251425326,89.1629741634,89.355545028,88.9239051248,89.2415860507
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,175.0,100.0,64.0,89.4386872727,88.9737227725,88.6280833802,89.3591173213,88.9014178541,88.8665604317,88.7197971961,89.016831951,88.6644053737,89.1545626195
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,145.0,100.0,66.0,92.5211934797,92.6390186692,92.6935265373,92.4667070442,92.519821255,92.4417765525,92.5957722554,92.4077774762,92.6800870169,92.5260720859
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,150.0,100.0,66.0,92.0507733055,92.4788279831,92.1150402786,92.2176487301,92.4300438527,92.1376117277,92.3051747258,92.1163070243,92.1633395019,92.3106019457
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,155.0,100.0,66.0,92.0680583962,92.075473441,91.9395963178,92.1032998924,92.2414116878,91.8523293687,92.0890548801,92.3031042751,91.9300997969,91.844646545
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,160.0,100.0,66.0,91.3370909196,91.7964810244,91.803563221,91.8511878785,91.7062702304,91.7976794182,91.6366288485,91.7392281997,91.763560623,91.8111787689
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,165.0,100.0,66.0,91.2064396053,91.4130976964,91.7156010779,91.560808896,91.3504603493,91.2115762098,91.4573700683,91.5575675874,91.5210724132,91.473138459
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,170.0,100.0,66.0,91.5856588998,91.5549712291,91.1789957487,91.1671672211,91.3663449356,91.4391684424,91.4796997487,91.3218641075,91.0019254638,91.4003003164
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,175.0,100.0,66.0,90.79535535,91.0691442379,91.135671546,90.8490136025,90.8458411732,91.2581836643,91.303669765,91.0832893319,91.2643871967,91.3341679131
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,145.0,100.0,68.0,93.8802129785,93.8847338698,93.6480837072,93.7173115917,94.1493256022,94.0610009209,93.8467351599,94.1056658469,93.8610239178,94.1284872316
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,150.0,100.0,68.0,93.9588767754,93.6334340331,93.8299508221,93.6173666556,93.9017069125,93.7555152391,93.7828336187,93.9955549385,93.6352916991,93.8389830411
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,155.0,100.0,68.0,93.5611572983,93.6850988965,93.6409439631,93.467495352,93.379462188,93.4719721416,93.4873914891,93.5790928148,93.7262782174,93.4832807814
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,160.0,100.0,68.0,93.4730762563,93.1381017842,93.3150304083,93.4621778393,93.1672205786,93.4126506685,93.3911629415,93.3905309071,93.2937732035,93.4799845586
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,165.0,100.0,68.0,92.9979069857,93.061375259,93.2296121895,93.2478849039,93.0704371459,93.2789126004,93.198767633,93.503448786,93.2144059066,93.0999574938
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,170.0,100.0,68.0,92.7046116284,93.0850058816,92.6239206385,92.8849401422,92.8313096473,93.0398789825,92.8576683251,92.7414292912,92.9237071913,93.0383357364
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,175.0,100.0,68.0,92.8015279266,92.8739325678,92.5753076199,92.8835180701,92.6012322028,92.9035014621,92.7799133028,92.4982141286,92.8964117679,92.7670464056
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,145.0,100.0,70.0,95.2482941273,95.115222054,95.0866304907,95.1384896593,95.1546367083,95.1532101982,95.0450964231,95.001062,95.1562845305,94.9579615096
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,150.0,100.0,70.0,94.9271243351,94.9412782416,94.8213533603,95.0422529633,95.0225961004,94.9669330998,94.8684959408,95.0072498193,94.7713066313,95.1311646546
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,155.0,100.0,70.0,94.6892203909,94.7450853682,94.9452991243,94.6310981822,94.9125427523,94.7459063233,94.9828281374,94.9260197782,94.8507744074,94.8043134691
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,160.0,100.0,70.0,94.6924873392,94.4810961971,94.5675146295,94.5504126478,94.6781703648,94.6236942042,94.61349471,94.7154310782,94.6155528775,94.6924766293
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,165.0,100.0,70.0,94.4667013818,94.4513638782,94.464876085,94.4713588006,94.5006582072,94.5770833755,94.4051929351,94.5411188216,94.4033485238,94.3425925182
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,170.0,100.0,70.0,94.2519166656,94.2609237737,94.4148995857,94.3337778788,94.273815365,94.3629322541,94.3403249907,94.1200539047,94.1254294224,94.280672213
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,175.0,100.0,70.0,93.9996051324,94.1366869161,93.9685179415,94.1048536332,94.1127777095,94.2543525122,94.4512054792,94.2543752086,94.1028931488,94.1969861514
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,145.0,100.0,72.0,96.0568168473,96.0167074013,96.1689436901,96.0583579688,96.0584413414,96.0305705094,96.1149671628,95.9811433018,96.0582131812,96.0831496729
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,150.0,100.0,72.0,95.7771480651,95.7894062345,95.8188394691,95.8447179115,96.0934144255,95.9432217825,95.869870175,95.8409661928,95.8723259583,95.8658804356
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,155.0,100.0,72.0,95.6042944278,95.7228176938,95.735870311,95.7336487893,95.7549339958,95.8083789797,95.8528397139,95.8883167589,95.825082228,95.9031619467
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,160.0,100.0,72.0,95.8241762221,95.7213060811,95.548823021,95.3882549103,95.6518222874,95.497438464,95.6474087008,95.8396516646,95.6687521411,95.7113347145
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,165.0,100.0,72.0,95.3923385018,95.6463361673,95.5201774805,95.4722511517,95.5185528618,95.579003611,95.6588242878,95.2784260102,95.5854320866,95.574188697
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,170.0,100.0,72.0,95.3416130962,95.4314249379,95.239613408,95.567547894,95.4147815959,95.4751710309,95.4124907868,95.3156665847,95.3715177825,95.3668893719
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,175.0,100.0,72.0,95.4284627259,95.3063349417,95.4128583571,95.3425589515,95.3411491941,95.2332237763,95.448687967,95.2522312578,95.1584387495,95.1673174258
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,145.0,100.0,74.0,96.932216972,96.853358641,96.8048301878,96.7436768228,96.8704383742,96.7455483347,96.9615659954,96.7969325292,96.8203280751,96.7051543183
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,150.0,100.0,74.0,96.762021592,96.7283734798,96.7158946447,96.7424072656,96.639214987,96.7421583595,96.7077239946,96.6462839229,96.7801614692,96.6365929361
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,155.0,100.0,74.0,96.5689735229,96.5494103233,96.5283403896,96.6836922652,96.6480936356,96.6686623381,96.6926593638,96.5371884067,96.5556877453,96.6285169085
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,160.0,100.0,74.0,96.5454848136,96.5260003491,96.5082110161,96.5517881508,96.4785372009,96.3387728977,96.585836422,96.4849100973,96.4519321725,96.4577879986
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,165.0,100.0,74.0,96.4069882556,96.4130882465,96.4472514977,96.3421666798,96.4144827091,96.3611005201,96.4052004231,96.2459397748,96.3160713569,96.4008592779
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,170.0,100.0,74.0,96.3254797462,96.280883209,96.2067662753,96.3282685299,96.3748615712,96.1510506836,96.2230686783,96.3471813867,96.3376637368,96.3358332612
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,175.0,100.0,74.0,96.1283160816,96.1799659331,96.1528085981,96.1348369262,96.1095075997,96.2833503704,96.2067130092,96.2000344621,96.2151168853,96.1235856076
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,145.0,100.0,76.0,97.4956047883,97.4550845727,97.4038064666,97.5026749613,97.4902949412,97.3753772338,97.44077988,97.4331553768,97.4367054601,97.3993249001
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,150.0,100.0,76.0,97.354481871,97.3730176925,97.3566442237,97.4420423768,97.2920103507,97.4236700337,97.3902393537,97.4188469417,97.3912358784,97.3092051018
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,155.0,100.0,76.0,97.230186144,97.2325037631,97.3499129046,97.342328998,97.2218393964,97.2369438879,97.2883221644,97.2537285575,97.3437010656,97.3405686214
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,160.0,100.0,76.0,97.0438721757,97.1631866465,97.2134791812,97.2873980558,97.1614569445,97.160601987,97.1889309192,97.170439435,97.2206719085,97.2467908055
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,165.0,100.0,76.0,97.0462719985,97.1048559013,97.1074105405,97.1406646645,96.985360111,97.0112116483,97.1426830233,97.0304000033,96.9891170475,97.0064460391
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,170.0,100.0,76.0,96.9619529559,96.9631426291,96.9208475679,97.0811982791,97.0324367877,96.9990306574,96.8617734508,97.0908376757,97.0359473042,96.9710195515
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,175.0,100.0,76.0,96.7517214914,97.0126266541,96.7533011953,96.8909656617,96.9508715849,96.9848061395,96.9337690559,96.8883717053,97.0326186912,96.8885183657
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,145.0,100.0,78.0,97.9193439205,97.9870751874,97.9245503555,97.9398174532,97.9926695522,97.9162695722,97.9595911336,97.9415635129,97.9481675748,97.9552337286
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,150.0,100.0,78.0,97.9510135344,97.7807025076,97.8884520522,97.9294018552,97.7962814979,97.8638426661,97.9249548563,97.8517305701,97.896137656,97.8905357401
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,155.0,100.0,78.0,97.7870973829,97.7211286802,97.7787311519,97.8459040301,97.8268367666,97.7931220475,97.7581406285,97.752791974,97.7921630476,97.7860118678
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,160.0,100.0,78.0,97.6696372048,97.6933589135,97.7784979647,97.7020791942,97.7184021144,97.7619803439,97.6469526694,97.7673904275,97.6351351697,97.7043935578
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,165.0,100.0,78.0,97.6988028481,97.6613352296,97.6402545152,97.6768889985,97.6200899646,97.717979154,97.6245653396,97.804387158,97.7100980771,97.7013713842
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,170.0,100.0,78.0,97.5964167625,97.5905161306,97.6410498195,97.6197869742,97.6241473695,97.5997631382,97.7503626787,97.591198946,97.6438582886,97.5749050061
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,175.0,100.0,78.0,97.5351065478,97.5061361281,97.5432211413,97.4341392216,97.6664346384,97.5324560021,97.5366487702,97.5462751953,97.5177521359,97.5788752663
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,145.0,100.0,80.0,98.3403536139,98.3589728787,98.3216930618,98.4160525342,98.2800370715,98.3980390938,98.2724114494,98.3222042436,98.3449588604,98.3926606489
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,150.0,100.0,80.0,98.3011082331,98.2985350361,98.2792741757,98.2664891074,98.2686989121,98.3203865442,98.2300461599,98.2668379663,98.3353056556,98.2653004231
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,155.0,100.0,80.0,98.2387796375,98.2917053159,98.2584373377,98.3021109381,98.2195678026,98.2170357132,98.3205367734,98.2036990567,98.252931844,98.2663128993
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,160.0,100.0,80.0,98.1869887638,98.1412838867,98.1681334029,98.1415834558,98.195488433,98.2080829847,98.2368610824,98.1295618644,98.1431281962,98.0222243998
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,165.0,100.0,80.0,98.1886647563,98.1130985116,98.1769946437,98.0848684281,98.0834000844,98.1136460891,98.1267676058,98.0610101348,98.1686257544,98.0718169602
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,170.0,100.0,80.0,98.0641054019,98.0995955105,98.0320520482,98.1351474663,98.0389283806,98.1744663697,98.0164400754,98.0907628838,98.086841413,98.0535924746
1000.0,10.0,4.0,0.5,2.0,-2.0,0.5,0.0,175.0,100.0,80.0,98.0060016509,98.0579446704,97.9123799285,97.9671544657,98.0736425538,98.013873468,97.9284657143,97.8830659264,97.9703644278,97.9873739873
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,145.0,100.0,64.0,37.4642532445,36.321033503,38.0991070157,37.8209598392,37.0861737198,37.1220371332,37.9593804349,36.9643040872,36.7628359979,37.3550507141
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,150.0,100.0,64.0,35.2316316889,36.0457979364,36.6756276082,36.6593393263,37.0626450577,36.9000607066,37.4783606211,35.9378856258,36.7740619084,35.3559805358
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,155.0,100.0,64.0,35.2362406314,35.3453955258,35.4401952633,34.8153897601,35.9477306811,35.7400855173,34.6973105181,35.3947039669,36.3069569744,35.0500918126
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,160.0,100.0,64.0,35.0130119445,34.6943531924,33.74575744,34.3167315668,35.0340965096,35.236775897,33.5755371998,35.4531878594,35.3533886218,33.614719295
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,165.0,100.0,64.0,33.2449704925,33.811323279,33.5805012918,33.5904407937,33.3543887942,33.7382556578,33.4759760019,32.0544840973,34.0559263335,33.8482277458
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,170.0,100.0,64.0,31.5696477948,32.5072408034,31.674902185,32.7816139905,30.8294999192,33.7228733099,31.4063790345,32.9704879467,31.8112416024,33.1963963704
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,175.0,100.0,64.0,31.3859168242,31.5088832727,31.9356666631,32.0679289409,31.3783205121,30.6416473732,31.5786683902,31.4433482181,31.2633423523,31.5926819803
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,145.0,100.0,66.0,40.8040061818,43.215314637,42.3006111026,42.8723795101,43.3578482438,42.9765431599,42.0037914256,43.0666293426,42.424786297,42.4853992051
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,150.0,100.0,66.0,39.7354809115,41.9350901988,41.4292330024,41.0812613688,40.2923112687,42.0017268067,40.2464604672,40.1504802465,42.3513825644,41.4140809721
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,155.0,100.0,66.0,40.1109242661,39.5402079315,40.6225776468,40.4913228401,40.2968817462,39.3528411406,41.7717905703,40.5435210178,39.540281201,40.6304285473
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,160.0,100.0,66.0,40.0625762229,38.7625781139,39.0567577527,39.2358478565,40.2312887546,40.0761105938,38.2959165189,38.9386056923,39.1519919946,39.6025797678
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,165.0,100.0,66.0,38.6265391537,39.0897973342,39.2368445445,38.2500680186,37.2585992434,37.8905339513,38.2177777231,37.8888143254,38.8479997136,38.3894030148
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,170.0,100.0,66.0,37.3989149287,37.6621662669,37.152935748,37.6444957147,36.9262523629,36.7073573566,37.7481322445,37.5711742017,36.6829102516,37.8109323234
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,175.0,100.0,66.0,36.2153204208,36.1431488571,37.4516463599,36.6548298481,36.5018759694,36.5827371659,36.9767785455,36.1743010866,36.2183130276,35.1942461133
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,145.0,100.0,68.0,46.1075453569,46.3753368484,47.0332999675,46.4075065139,47.7628982477,47.08621203,48.5001659921,47.7440700504,47.1948111829,48.460788215
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,150.0,100.0,68.0,46.3196565174,45.868435379,46.0768451489,46.3599698941,45.9910412601,46.2578189727,45.734065478,45.2856098502,45.5427455943,47.0182458473
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,155.0,100.0,68.0,45.4301317341,44.3070323607,44.850916726,45.8515927128,45.0496393163,45.4440035258,44.7705491689,46.3143924752,44.6854894782,45.6255633181
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,160.0,100.0,68.0,44.3366594734,43.9438654989,44.6779247199,43.9702117478,43.882103961,43.8644392387,43.5001815406,44.9357038638,44.336260218,44.3983197555
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,165.0,100.0,68.0,43.1717687336,42.8132103964,42.776942905,43.9441398006,42.6790054886,42.5839712973,41.4011529532,44.892241769,42.5683355842,42.5607160515
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,170.0,100.0,68.0,42.224444206,42.2181139219,41.5872559005,43.2230286788,43.5293261182,40.8591752988,42.4812057029,41.7359092716,41.8304891678,41.9250037368
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,175.0,100.0,68.0,42.7395750806,41.7137798566,41.8940322087,40.2548917024,41.3574040514,41.8911002745,41.3895095789,40.7318064613,41.4489431982,41.5855424804
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,145.0,100.0,70.0,52.4475025457,51.7551506976,52.9862982816,52.0482883615,51.7306225396,52.4044280707,52.1550587921,51.6779799135,50.7172584389,51.4612492725
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,150.0,100.0,70.0,51.3544745011,51.4771947406,51.1819108646,50.8049937761,51.1513525531,50.1789602512,51.1101195436,50.7427579645,50.651816217,51.6512931317
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,155.0,100.0,70.0,50.135523545,50.0653458526,49.7480354345,49.1537392917,50.1830109389,50.9382263452,49.1777998467,49.531547127,48.1042677849,50.319739822
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,160.0,100.0,70.0,48.4770403258,48.4252975261,49.4344082125,48.5477667698,48.6678342371,48.9480364864,48.5391678614,48.3124661455,48.4704771147,48.8387384948
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,165.0,100.0,70.0,48.1155634697,47.984353784,47.1056409616,47.3659109295,48.4872954387,47.7518982981,47.3942692811,48.8157674175,47.5788267212,47.1094736519
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,170.0,100.0,70.0,46.0005514034,47.2829188621,47.8066771932,47.7857718328,47.5560246719,46.9247080118,47.528329944,46.6653341497,45.9816279818,46.907021178
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,175.0,100.0,70.0,46.9132499102,46.5919374816,46.319838485,45.6596476153,46.2398744304,46.1596016154,46.355575609,46.080672838,47.1713490653,46.3593020995
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,145.0,100.0,72.0,58.2560160802,56.210417205,56.6500489748,56.8851391503,56.9165818917,56.2178510159,55.5563745342,55.256904267,55.625175464,57.1385478138
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,150.0,100.0,72.0,54.8625711773,54.3269664907,56.3381496241,55.0070411696,55.4559254317,55.1318344038,55.2401602215,54.8642183252,55.0087526807,54.7840840082
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,155.0,100.0,72.0,53.4908224107,53.4765182704,54.2764627485,54.6752109,54.9619730709,53.584560992,54.1221550154,54.0112025873,54.2083860197,54.9625309999
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,160.0,100.0,72.0,54.4005528121,52.8070926905,53.2803769151,53.8640989315,52.995124117,53.5254526056,52.7947592715,53.5399104013,53.5234293393,52.8834361518
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,165.0,100.0,72.0,52.4784731701,53.3297786397,53.7282756926,51.0623816396,52.3147620628,51.7778185495,53.1723802648,52.9911463873,53.1432973705,51.388224571
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,170.0,100.0,72.0,52.4289550702,51.7066832373,51.5803612268,50.879528453,51.8318543368,50.8515222007,52.4494521986,51.0631118772,53.3179179258,51.835863127
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,175.0,100.0,72.0,51.6161628776,50.4758221557,51.1160772366,51.0157138461,51.3857712754,50.1745798287,49.9878249463,49.9239286631,51.7446419042,50.1843368454
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,145.0,100.0,74.0,59.7101813802,61.18223121,59.7788471566,60.2875630745,60.2759182446,61.0998310775,60.1563657148,60.8074707696,60.2784279449,59.6458724579
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,150.0,100.0,74.0,59.9448873372,59.3478846711,60.3269970472,59.9082889605,59.277304523,58.7879613357,59.6944642845,59.8864718063,60.0993320214,60.2089721771
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,155.0,100.0,74.0,59.7093165373,58.9992902325,58.9662327488,58.3355522573,58.667056798,58.8612389101,57.913033663,58.4947190603,58.1084200501,58.910650199
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,160.0,100.0,74.0,57.6756953166,57.6857294019,58.2130463875,58.445193114,58.7663901472,58.5708787623,57.4886589447,57.241340072,58.280871261,58.13335233
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,165.0,100.0,74.0,56.2539587389,56.5372150912,56.5451588172,56.5548330917,56.763480443,57.6015407177,56.6151429652,55.6082183855,57.3574132004,56.4981211714
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,170.0,100.0,74.0,57.2571103869,56.1562848339,55.9542353406,55.942362563,55.8889216064,56.7103000771,56.0498784146,55.9047195594,56.0509480145,56.2139795786
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,175.0,100.0,74.0,55.2395213267,55.3762741548,54.7286289156,55.2263774021,56.2878916217,55.0791153876,55.8752114894,56.4816158007,55.6081121444,55.9420917285
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,145.0,100.0,76.0,63.8951531336,64.5420363061,64.5755973582,63.9019954594,64.1450009185,64.1487904241,64.8716278064,63.8432268028,64.1577288474,64.7405121451
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,150.0,100.0,76.0,64.0697833317,63.2884668832,63.8289011885,62.7288075256,63.3152578462,63.1853537985,63.2314175495,63.0862405264,62.6623127093,64.4174322135
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,155.0,100.0,76.0,62.3220332298,63.5246613971,62.9336059823,63.1551484153,62.6958771071,63.5113152955,62.4143762132,62.2175420869,62.3966821753,61.7113498837
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,160.0,100.0,76.0,61.97912069,62.8712195296,62.1545274575,61.7045235517,61.4437824697,61.9057423524,61.3816128416,61.2195214483,61.5941833027,63.1183229711
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,165.0,100.0,76.0,60.9887324986,60.6963877434,62.1269179509,61.2172160055,62.2642814822,61.1187130692,61.1442151874,61.5892615694,60.6381299017,61.0254555792
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,170.0,100.0,76.0,60.9412596014,60.1319961736,59.5393963123,60.7064328415,60.4190219495,60.8246171706,59.4296559978,59.908942667,59.8357812797,60.2340014209
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,175.0,100.0,76.0,58.2857999667,58.6955708926,59.9675197398,60.2137566304,59.6576190636,58.3668755942,60.5690663503,58.8677286676,58.4710313348,59.3525440955
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,145.0,100.0,78.0,68.3264405489,68.6343780506,68.8094407808,67.8867020438,68.1502326677,68.3281211063,67.9322575269,68.3380442214,69.9692186546,68.2213941692
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,150.0,100.0,78.0,67.5294053772,66.9726408233,67.4241584047,66.8132293143,66.1597743638,66.9471248302,67.5728743005,68.1933169542,68.1684815839,66.6430195381
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,155.0,100.0,78.0,65.9466491056,67.0778842859,67.4496805193,66.3442936218,65.6333702786,66.4602185587,66.7187030893,66.7206257308,66.9280824305,66.7477800512
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,160.0,100.0,78.0,65.5989356642,66.4243378185,64.5128132931,65.9773603642,65.1479760884,66.0300706959,65.3178316184,65.1066311934,65.0006202624,65.3829705368
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,165.0,100.0,78.0,64.7130191341,65.1215935169,65.710837079,65.2111500244,64.4734103436,65.2195734398,65.4148218415,64.4027592979,65.003058984,64.0762201768
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,170.0,100.0,78.0,64.2632937902,64.7449267356,64.8769309104,63.8096362575,65.4342116449,63.8842065477,64.1764304176,64.6935640308,64.5689198019,63.9334498076
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,175.0,100.0,78.0,63.563522821,63.1095831982,63.6117862875,64.2712396806,63.5960673603,62.5834017829,63.7443363825,63.3047125101,63.1486299308,64.025220189
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,145.0,100.0,80.0,72.0757599038,71.7954415124,71.7783481901,71.7100318029,71.010591118,71.0553076154,72.0999640769,71.2597755188,71.3691081007,71.1321690583
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,150.0,100.0,80.0,71.2371560631,71.421417447,71.2730696993,71.1119086273,70.9463796325,71.9936338596,71.3729434128,70.5282816532,70.7690538351,71.2532036461
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,155.0,100.0,80.0,70.244751339,71.1575205428,70.1679995678,70.5383882593,70.3231017541,69.8765338976,69.9320205224,71.3013212269,71.045123579,70.5464351457
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,160.0,100.0,80.0,69.4814342167,69.0586192292,70.1850041159,70.374931854,68.8529025386,68.9405061287,69.1441676903,68.5449525683,69.3096768076,69.4717060897
1000.0,10.0,2.0,0.5,2.0,-1.5,0.5,0.0,165.0,100.0,80.0,69.4613544389,67.9217113326,69.0466669323,68.3278869054,68.724425774,68.4691745451,68.407178492,69.0993332543,68.9113073718,68.1598946435
