n,k,ab,ab_sd,d,d_shift,d_sd,d_trend,n0,max_d,d_interest,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10 
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,68.0,49.5621649499,49.0306723109,48.224242418,49.2410349264,50.1290060301,49.148973212,48.2471846879,49.7583913576,48.9148128649,49.6492666718
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,68.0,48.9743358981,48.7432069857,47.9385354193,47.6533593453,47.7625624214,48.0019618928,47.6138647258,47.1993327067,47.3443533663,47.9103965171
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,68.0,47.5890515022,47.8964975162,47.006064869,47.7223458441,47.2647558995,46.5164509829,46.0250925635,46.1671018885,47.0963016557,47.369441098
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,175.0,100.0,68.0,45.8283979274,46.0544835891,46.6286396498,46.5144010834,46.7107944333,46.7723367693,47.3866021529,45.7501147348,44.6827890903,45.6006341329
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,145.0,100.0,70.0,56.3633458578,57.2086736901,56.5422762491,57.5863878609,56.5773221532,56.6134242572,56.9640589779,55.8862184567,56.1582468106,57.1293257099
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,150.0,100.0,70.0,56.1821193459,55.1051750793,56.1396882896,56.5394236675,56.5866960205,56.615793902,56.0556290476,56.1291905968,53.8264867466,56.4501554589
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,155.0,100.0,70.0,54.6412298231,54.3677661714,54.2406328568,54.2465641792,54.2567685985,53.4163724387,54.7945165399,54.271317437,56.4609002881,55.0714272829
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,70.0,53.4724205041,54.6549478045,54.0889385897,53.2847266364,53.039062573,54.8429895255,53.8842980761,55.2184775942,53.692691156,54.483932543
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,70.0,52.815454579,53.2698544453,52.2119479893,53.1908341976,51.8963521453,52.8205442192,52.6622047234,51.8346572406,52.6697170355,53.3861324146
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,70.0,52.2791013846,52.2058303651,52.4071349204,52.527427638,52.3040127106,51.3009332028,52.5834849802,51.610777995,52.8060783671,52.8028989135
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,175.0,100.0,70.0,50.9095038064,50.2031486758,50.9331478734,51.5202098974,51.2983031778,50.6331417743,51.8522763865,51.2702600366,50.5053214227,51.3404775621
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,145.0,100.0,72.0,60.9414961381,60.6946416064,60.9163179357,59.5774522677,61.6311794638,60.3705798956,61.2450626632,61.5361260768,60.1163140609,61.0451324849
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,150.0,100.0,72.0,60.1042680296,60.3231316716,60.2489814675,59.5231954305,60.4803350429,60.6472605902,59.5794250884,59.8954127372,59.6334001618,59.3754827822
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,155.0,100.0,72.0,58.6963708137,59.1737905851,59.263799291,58.9081205202,59.8085907663,58.5594674305,60.3795532482,59.8292131828,59.1779181847,59.1560074079
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,72.0,59.2771644105,57.9663155089,57.4495957248,56.5801988974,58.5451902388,57.5290619915,58.1507981743,57.694207625,58.7079824041,57.5528849762
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,72.0,56.4913446271,56.6317226593,56.4533662828,56.8674991053,57.608977696,57.2134748091,58.3771944155,57.9299129413,57.4123857997,57.7487668386
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,72.0,56.8724427282,57.2888505498,56.6691328524,57.2356245844,56.6203807118,57.5360209022,57.8159171546,56.4706340606,56.7286749944,56.7183862506
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,175.0,100.0,72.0,55.8670232968,56.2713655012,55.6231303995,56.08074585,56.3052862152,54.6383926889,55.9842428187,56.0197970186,55.9657009932,56.1912999521
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,145.0,100.0,74.0,65.932132009,65.9401434405,65.262830449,64.6639717695,65.7184787435,64.863055046,65.4074262618,65.266840402,64.7480379936,65.0232949754
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,150.0,100.0,74.0,65.0085902104,64.1261349307,65.1610402388,64.1553423234,63.9565086817,64.320740538,64.5667754898,63.9959564802,64.7119216264,64.3452201847
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,155.0,100.0,74.0,63.2704873115,64.0031683973,63.4204076477,62.704721062,63.3859046657,64.1372250546,63.3017758536,62.8595589787,63.819293118,64.0912878956
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,74.0,63.7524294933,61.7619388551,62.1257889613,62.7508045014,62.9044408515,63.2820062987,62.4387711396,62.0600288754,61.760272881,63.4770280373
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,74.0,61.3931970769,62.4389829065,61.3602334659,61.9897453518,61.4340222529,61.4705884394,62.1047995593,61.6862204871,61.5052333938,61.9706714001
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,74.0,60.4423069439,60.8860289997,60.6043761796,60.9834528645,60.9268013567,60.6404763976,59.5807888234,61.0705344671,60.4254795155,61.2749427174
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,175.0,100.0,74.0,60.8259109249,58.7243327304,60.3819771595,59.5724718476,60.1590619958,60.9067315688,60.4742536378,60.2781214023,59.7533339108,59.7096413275
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,145.0,100.0,76.0,69.7776014362,68.9912608042,70.0072146307,68.5686087911,69.4440392914,68.8646746253,69.5949997306,69.147516136,68.650574406,69.3493026721
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,150.0,100.0,76.0,68.4973822294,68.1677382806,67.3895904505,67.5835188003,68.1653269602,68.6030593361,67.3910154582,69.5203789466,68.3142033788,68.2389334592
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,155.0,100.0,76.0,68.6929393275,67.7096031596,67.3243352601,67.4546170553,66.6992791537,68.049788649,66.1194376476,67.4750761389,67.1691158867,67.1223140057
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,76.0,66.440344151,66.4728059466,66.3590428275,66.6472134915,66.2315551931,66.8240533439,67.1709884825,65.9817810858,67.3515105858,66.3474192359
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,76.0,65.2683296128,65.6635493849,65.6775521778,66.6471748444,65.5931487992,66.7892110485,66.7316131963,65.7448591508,65.360513605,66.0287793336
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,76.0,64.704107797,65.0781039255,65.2999910593,66.0331642488,65.1356566851,64.4022622798,64.4686613751,63.9117802218,64.6764161426,65.9239462472
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,175.0,100.0,76.0,64.5623032436,64.9310874104,64.3226883234,64.0554250392,63.3171202636,63.8285678316,64.055834847,63.6858173314,63.5469941745,64.3383440303
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,145.0,100.0,78.0,72.6547277294,72.682640776,72.235373166,72.7234552633,72.2094797877,72.3317934236,71.9068584162,72.9760069784,72.6174762219,73.8268652347
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,150.0,100.0,78.0,71.8994840471,71.3740365521,71.3172018755,72.1578700944,71.3190918063,71.7984809073,71.1782678953,70.9166203117,72.2220483514,71.4907632243
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,155.0,100.0,78.0,71.3546691266,70.8802753049,70.7473585239,70.1873817999,70.7077754664,70.7609923056,71.578288647,71.256226308,70.4866557799,70.3262366608
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,78.0,70.118378998,68.6591111323,70.5461765612,69.8722377184,69.9233489176,70.0521006446,71.2743752584,70.9031586598,70.4480720668,69.6104100473
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,78.0,69.9159991117,68.8968262332,69.624936592,69.4698846379,68.9908854426,69.7261262016,69.7292528211,69.1930742492,69.0061981138,69.1636869739
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,78.0,69.395631545,68.4426506826,68.8514528926,68.7016036947,68.1822350393,69.1571606422,68.6128925834,67.66498187,69.1403962544,68.6195219429
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,175.0,100.0,78.0,68.1235401166,68.8907203786,68.4583971806,68.5044723266,68.1770966233,68.7033211422,68.8828996303,69.2094113179,68.5133489448,66.8318934733
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,145.0,100.0,80.0,75.0617394285,76.0607051222,76.090335225,75.8453509999,74.6798186796,75.0718820634,74.6025130404,75.0167761987,74.9999575646,76.2031074329
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,150.0,100.0,80.0,74.9689774508,74.6977374541,74.7195157696,75.147585502,74.9539072681,75.859985695,74.3450962537,75.1510384086,74.9074842778,74.8219821268
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,155.0,100.0,80.0,74.2761640165,74.2289000605,74.2770843397,74.1649757641,73.9066235474,74.0907535951,74.0935252651,74.2299089783,74.4103213531,74.1221686121
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,80.0,73.7258692777,73.7339040622,74.037111096,74.0282741385,73.5099162381,72.812485769,73.7163078715,74.330390067,74.256091445,74.3498451943
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,80.0,72.3520852731,72.976933369,72.9840006353,73.7710946001,72.6143281799,73.2392250845,72.2260138578,72.5445305715,72.8155359312,72.5745133099
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,80.0,72.1428960693,72.7629718505,72.6116956578,72.5160415112,72.7507672324,72.2720926593,71.3856892895,71.984853163,72.1251869064,72.5391474415
1000.0,10.0,2.0,0.5,2.0,0.5,0.5,0.0,175.0,100.0,80.0,72.2432282619,71.2896336759,71.4133745403,71.5156872711,71.5099064396,70.8006744544,71.1430208698,71.807953189,71.3985530605,72.1490821766
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,145.0,100.0,64.0,77.1581849831,76.2262023392,77.0333626415,76.3722284772,76.6990801722,76.696809572,77.2697112424,77.1745763687,77.6228973174,76.6147300165
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,150.0,100.0,64.0,75.7642092652,75.9002885881,76.182206144,75.5627665844,76.4098464569,76.3096030913,75.9818355622,76.1395472486,76.6823869927,75.9669032772
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,155.0,100.0,64.0,75.632446647,74.5655541174,75.4560745015,75.4582977523,75.3428218992,75.6945866348,75.4198696678,75.3799398356,75.6875962593,75.6101370675
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,64.0,75.0738721309,75.3698303592,75.389435597,73.9576877638,74.4445406774,74.4333753562,74.8788414035,74.4338295802,75.2811773875,75.0516182339
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,64.0,73.7355967045,74.3520546598,74.174426207,74.3942123162,73.6813670387,74.3637595097,74.076169175,74.5783228399,74.1039354435,73.7763699519
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,64.0,73.3874289299,73.7453250551,73.7710701442,73.1629020188,74.2736134945,73.5628429527,73.3244564939,72.714604654,73.1658014486,73.8698933305
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,175.0,100.0,64.0,72.4028193488,73.3787161467,73.5476085161,72.1459366192,73.0464289123,72.6714577733,72.9670084202,72.4220880481,72.235467783,72.6551806681
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,145.0,100.0,66.0,79.8797278272,80.7486859938,80.2677416814,80.1425851908,80.5661673145,79.7749214152,80.5151029692,80.8446675632,79.8411899668,80.2751319765
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,150.0,100.0,66.0,79.4436545123,79.3971139826,80.2357024892,79.1745262159,80.0344639341,79.4325999904,79.7766408432,79.7524694886,79.8250910038,79.4657577189
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,155.0,100.0,66.0,78.7353157796,79.1791634514,79.0039077044,79.0852757211,78.6931727171,79.0604348569,79.6633200932,79.5660034223,79.3371776126,78.8921650713
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,66.0,79.1581330461,78.6324790067,78.0858338293,79.5046037546,78.1257788357,79.0094565561,78.7498834182,78.4995162304,78.4356854894,78.7188421231
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,66.0,77.5434254463,78.2320638863,77.2225471773,78.6039186639,78.1307345459,77.5180413664,77.6043086795,77.747690852,78.1085118075,78.3112416972
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,66.0,77.4563406563,77.3622777124,77.1417484633,76.6196146883,77.5410110403,77.611152175,77.1782918278,77.1857938911,77.008097339,77.2817672583
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,175.0,100.0,66.0,76.7749644116,77.142742801,77.4394191126,76.7564560093,76.75570299,77.2258719522,75.8575091315,77.7815777944,77.2205643388,76.796227732
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,145.0,100.0,68.0,83.368270013,83.2594934185,83.4716071046,83.4743813187,83.4168257597,83.1812253304,83.7699940659,82.947333411,82.929896905,83.2094576929
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,150.0,100.0,68.0,82.2955230136,83.1105886384,82.6838329284,83.1402296009,82.6323076202,82.91169779,83.6986280952,82.5218390034,82.6778188613,83.0385569003
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,155.0,100.0,68.0,82.6215779444,82.3253505462,81.8838451606,82.1110271113,82.6588956805,82.4257925431,82.0686383424,82.3108966959,82.1429164348,81.621982097
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,68.0,81.94407157,81.7195831179,82.0284689745,81.9557530019,81.8940732534,82.1620798726,81.6842051628,82.0200409059,81.1741498171,81.5922971294
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,68.0,81.4509268842,82.010469172,81.7671299848,81.0084021638,81.0714220973,81.3409174069,80.7930118057,81.2952285317,81.2431781408,81.3370574521
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,68.0,80.1745349509,80.5701082626,80.6600181029,80.8718595787,80.6791324796,80.8339720596,80.8526015031,81.5444817594,80.4107062514,81.2461239384
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,175.0,100.0,68.0,80.6804432845,79.9773988938,80.5110802067,80.5033201306,80.1850121029,80.1389593685,80.4443907455,80.3087362903,80.6739202315,80.3434831361
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,145.0,100.0,70.0,85.7730589072,85.736111303,85.8355845198,85.9357976457,85.956425274,86.0273706602,85.2304293525,85.9087833166,85.9620529188,86.0093759141
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,150.0,100.0,70.0,85.5381913646,85.6332641572,85.2638094567,85.3103326255,85.1750367512,85.654993283,85.447541153,85.788527794,85.2696561911,85.7936983086
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,155.0,100.0,70.0,85.1372257361,84.580891981,84.5071309551,85.2701803433,85.1207790344,85.1200676866,85.1091081287,85.2004563348,85.1459968112,84.9689019787
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,70.0,84.3822757518,84.443924549,84.5448227454,84.7579957384,84.6312287003,84.5018066886,84.3528096325,84.8505059918,84.4041443564,85.1628352046
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,70.0,83.8752976231,83.8583979873,83.6621992564,84.3106242198,84.0977793321,83.8255040695,84.2661164638,84.7807420471,84.1317871397,83.738067285
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,70.0,83.8942123415,83.561645505,83.0927662771,83.42957528,83.5099478095,83.5670343837,83.1448322713,84.1670147414,83.8042331546,83.9175602052
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,175.0,100.0,70.0,83.0436974052,83.2948099844,83.723943759,83.2987207699,82.7462058879,83.2843338827,83.5960438956,83.3237807269,83.1871129649,83.2678905677
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,145.0,100.0,72.0,88.3160270789,87.8770091411,87.9388720532,87.8811156693,87.8768315139,88.0649955549,88.4492771886,88.1952748116,88.2939953303,88.093443684
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,150.0,100.0,72.0,87.4834313135,87.776913898,88.0126987396,87.8164442925,87.9300586482,87.7976999938,87.6253628641,87.8827797513,87.9524903444,88.0044275333
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,155.0,100.0,72.0,87.3338428968,87.3052284689,87.5981579379,86.9164354464,87.4190532476,87.2854208404,86.7407236544,87.3153453582,87.5189429631,87.1887120955
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,72.0,86.6975766915,86.7131893583,86.9269923329,87.0529181587,86.9353102065,87.2792887586,86.8480117603,87.1338025862,86.9420514645,86.8711510601
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,72.0,86.3830363477,86.5684607904,86.5083323915,86.8815183304,87.0564001758,86.9281532569,86.8757742886,86.4535081991,86.7585384116,86.6655607178
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,72.0,86.053923023,86.1531930863,86.4086857359,86.087916879,86.1943255436,86.576756827,86.4124629635,86.4200202082,86.1139077536,86.4281726622
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,175.0,100.0,72.0,85.8108811593,85.5572143206,86.1522915241,85.4212683279,85.6554352072,85.386647132,85.8745198752,86.0639790078,86.0331753301,85.9491737657
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,145.0,100.0,74.0,90.1451864659,90.3326070169,90.2249515437,90.2771531148,90.2930702243,90.2465354164,90.4554150837,90.3935389478,89.9843663085,89.8973997582
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,150.0,100.0,74.0,89.7658343606,89.5534258161,89.7831981985,89.7995995627,89.6690525177,89.4513169986,89.4969746883,89.8139851671,89.5580014945,89.6135833477
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,155.0,100.0,74.0,89.5865055187,89.5814999863,89.6299223935,89.5520201312,88.8911745359,89.4797721823,89.3213330765,89.265928305,89.6898181503,89.5917920685
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,74.0,88.9046586356,89.2387769979,89.2782331897,89.5099490257,89.4286002412,88.7359141222,89.4802042669,88.752462914,88.9846160501,89.0157264784
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,74.0,88.3129379532,88.9321482191,88.7492823179,88.6963137627,88.9101482678,88.6125280052,88.3617322336,89.0348566476,89.2208661028,88.936096104
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,74.0,88.1251832348,88.2684239616,88.6880906705,88.4178478972,88.2739034303,88.7731305108,88.5843094845,88.2505078861,88.7677543329,88.3008100551
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,175.0,100.0,74.0,87.9498708033,88.1931997819,88.1151365817,88.2423005623,87.7341733017,88.1707693986,87.7067473982,88.1013387594,88.2957460984,88.1635425297
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,145.0,100.0,76.0,91.6940676466,91.8238782278,91.701082663,91.539324657,91.6300891356,91.9557696205,91.9223497652,91.416381938,91.6642318331,91.7481142816
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,150.0,100.0,76.0,91.278704668,91.5817093379,91.4625632371,91.4232541481,91.4753099234,91.3415769924,91.5453229565,91.3883748211,91.3808370812,91.4442446871
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,155.0,100.0,76.0,90.902325114,91.1807451576,91.3612739924,91.2125771818,90.825621541,91.1905868209,91.1229898238,91.3183652184,91.2304163862,90.9637800736
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,76.0,90.9819352154,91.0468847626,90.9006398001,90.8024938392,90.8779637677,90.9854754562,90.5395101697,90.9355865146,91.0984543366,90.7852808778
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,76.0,90.6301853892,90.5034861395,90.5115497248,90.2860499453,90.9892569633,90.6290589982,90.56283036,90.7218242259,90.7390205196,90.7171911281
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,76.0,90.4281432587,90.6241425787,89.9249595565,90.4050723826,90.350232867,90.3021324277,90.1219172466,90.4846191788,90.3249340018,90.3478729665
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,175.0,100.0,76.0,90.0738302745,90.2237945583,90.2483620129,89.8787589127,90.1793122771,89.9702024466,89.975825676,90.0820710685,90.1154223094,89.9570169689
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,145.0,100.0,78.0,93.1902629055,93.1804045062,93.155145675,92.896745699,93.0616581234,93.0184048935,93.0657232529,93.2290459596,93.0579163226,92.7660035895
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,150.0,100.0,78.0,92.8983725855,92.900089936,92.9114907217,92.7522212,92.9460215939,92.6820900028,92.6619246004,92.7047771656,92.6490792515,93.0162237417
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,155.0,100.0,78.0,92.4836145487,92.7900206404,92.8002202013,92.8557905934,92.7511508677,92.6869665332,92.5283437259,92.4560518276,92.3494340979,92.5749909146
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,78.0,92.2840917435,92.2600136605,92.5121982777,92.4126357827,92.2328750321,92.3772113391,92.1679815341,92.5376597914,92.003838591,92.0423703473
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,78.0,92.2159324514,92.3226688975,91.9304128734,92.0717792594,92.259616293,92.4213345938,91.9416885951,92.3262791047,92.3073554363,92.2739876015
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,78.0,91.491829104,92.1422326556,91.8856857941,91.9030665574,91.9988788249,91.9574270977,91.9162842036,92.0183492143,91.7348718949,91.6442444186
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,175.0,100.0,78.0,91.9224795403,91.9928065868,91.6137120256,91.652447343,91.7152468789,91.4896257085,91.5932713146,91.6697663151,91.4390847547,91.5029964422
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,145.0,100.0,80.0,94.1228561498,94.157995624,94.1204927025,94.0188578484,94.2342272251,94.0599122914,94.249531419,94.0709289379,94.2809938993,94.1165356498
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,150.0,100.0,80.0,94.0482883615,94.158134311,94.1520723556,93.9736562139,94.0611179535,93.9143642738,93.934570542,94.1218828992,93.9201019599,94.0101724158
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,155.0,100.0,80.0,93.7343536147,93.8747646055,93.3643261796,93.8601208266,93.8250111663,93.9635889444,93.8962081995,93.6363337593,93.8229950882,93.8315181241
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,80.0,93.6630625028,93.5624832909,93.5225515081,93.5002313179,93.803049977,93.3665554106,93.5979039292,93.6431863113,93.433959239,93.5463441189
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,80.0,93.3932504274,93.4338291485,93.3842421764,93.3962571671,93.4356160911,93.164559957,93.4372053354,93.3445682788,93.5015116077,93.3434267003
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,80.0,93.1014253818,93.0097192029,93.3506959911,93.3448751349,93.1804541908,93.6325572125,93.0553672739,93.2263276053,93.4955285651,92.9207509202
1000.0,10.0,3.0,0.5,2.0,0.5,0.5,0.0,175.0,100.0,80.0,92.9250519491,92.7879193371,93.1180918802,93.0093040153,93.4663435898,93.0602901636,92.9561316748,93.1219068723,92.7894416521,92.9257100264
1000.0,10.0,4.0,0.5,2.0,0.5,0.5,0.0,145.0,100.0,64.0,92.6988023042,92.9373121762,92.6569184582,92.8166066408,92.6453702498,92.7411547178,92.7129991671,92.5884944749,92.5535052522,92.6788820471
1000.0,10.0,4.0,0.5,2.0,0.5,0.5,0.0,150.0,100.0,64.0,92.4795015872,92.1316627422,92.6203422557,92.5546322153,92.3053123842,92.6934715489,92.6261246839,92.4919753883,92.402086034,92.388861123
1000.0,10.0,4.0,0.5,2.0,0.5,0.5,0.0,155.0,100.0,64.0,92.2544393974,92.2102633424,92.1412782352,92.3071125908,92.2570554127,92.3139408555,92.2779834131,91.964810245,92.3308802473,92.4429739513
1000.0,10.0,4.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,64.0,92.1070097942,91.9440761119,91.9805287458,92.1415330584,91.9529966556,91.9711463533,91.8200716379,91.9966138425,91.9707879305,92.0060131277
1000.0,10.0,4.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,64.0,91.5956033556,91.9057844564,92.0047195009,91.6418502758,91.5902048892,91.8986471093,91.633893556,92.0035748543,91.6751171534,91.7608803144
1000.0,10.0,4.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,64.0,91.4299820331,91.4618456698,91.5216220177,91.4708372562,91.5218921126,91.802430099,91.6168277274,91.5848781193,91.3930464118,91.6648635917
1000.0,10.0,4.0,0.5,2.0,0.5,0.5,0.0,175.0,100.0,64.0,91.5554987889,91.4223743531,91.4053819145,91.1615548356,91.3573713451,91.2933851322,91.6458979476,91.4315081753,91.1810513834,91.3853115944
1000.0,10.0,4.0,0.5,2.0,0.5,0.5,0.0,145.0,100.0,66.0,93.9430491629,94.3333444737,93.9883869768,94.1885788229,94.3194691766,94.1250844202,94.2205813451,94.1407972811,94.0669668774,94.0988074557
1000.0,10.0,4.0,0.5,2.0,0.5,0.5,0.0,150.0,100.0,66.0,93.9563296354,93.8056340807,93.9239179186,93.9368564159,93.9810500721,94.0240129638,93.7308987919,94.135147601,94.1513792033,93.8546805609
1000.0,10.0,4.0,0.5,2.0,0.5,0.5,0.0,155.0,100.0,66.0,93.6599766171,94.0086951405,93.9271025322,93.8192861738,93.9743448755,93.5499409777,93.526670093,93.7175425061,93.7714040063,93.9362325236
1000.0,10.0,4.0,0.5,2.0,0.5,0.5,0.0,160.0,100.0,66.0,93.4848129331,93.6038850335,93.3617044431,93.6431193644,93.6804252366,93.4954172455,93.5140822901,93.5887911643,93.4494828342,93.7132630766
1000.0,10.0,4.0,0.5,2.0,0.5,0.5,0.0,165.0,100.0,66.0,93.2249993395,93.3641638443,93.4041899171,93.4184420473,93.3442111458,93.4297513382,93.3334608772,93.3092776034,93.3346161457,93.1917941501
1000.0,10.0,4.0,0.5,2.0,0.5,0.5,0.0,170.0,100.0,66.0,93.0696516032,93.2361894073,93.1079293846,93.0548625087,92.863112117,93.1422620833,93.1494892625,93.0381483535,93.4368532178,93.1202867603
