n,k,ab,ab_sd,d,d_shift,d_sd,d_trend,n0,max_d,d_interest,k_1,k_2,k_3,k_4,k_5
500.0,5.0,2.0,0.5,2.0,-4.0,0.5,0.0,270.0,100.0,80.0,47.7201140391,48.6933952067,47.9399281742,48.7152952992,49.0939529795
500.0,5.0,2.0,0.5,2.0,-4.0,0.5,0.0,275.0,100.0,80.0,49.057425761,46.7510545876,49.3345093564,49.8982016524,47.2735446425
500.0,5.0,2.0,0.5,2.0,-4.0,0.5,0.0,280.0,100.0,80.0,49.107185612,46.8314067466,48.0905222368,47.6257648043,47.4741802814
500.0,5.0,2.0,0.5,2.0,-4.0,0.5,0.0,285.0,100.0,80.0,46.686006463,47.0346424874,47.0701637602,47.2589694335,48.1987175621
500.0,5.0,2.0,0.5,2.0,-4.0,0.5,0.0,290.0,100.0,80.0,46.6723266672,45.764502222,47.0614964026,46.8946933054,47.4552129459
500.0,5.0,2.0,0.5,2.0,-4.0,0.5,0.0,295.0,100.0,80.0,46.7424128548,48.0117167207,46.8253394687,46.6781664864,47.2000160181
500.0,5.0,2.0,0.5,2.0,-4.0,0.5,0.0,300.0,100.0,80.0,45.3766060105,46.1917639147,45.9528847336,46.4522492011,45.8140277212
500.0,5.0,2.0,0.5,2.0,-4.0,0.5,0.0,305.0,100.0,80.0,46.5255865054,45.720700252,43.0602028371,45.2781910509,44.7159945561
500.0,5.0,2.0,0.5,2.0,-4.0,0.5,0.0,310.0,100.0,80.0,45.8562444241,45.313792187,45.5525815055,44.1523677664,45.2595425314
500.0,5.0,2.0,0.5,2.0,-4.0,0.5,0.0,315.0,100.0,80.0,44.0131013506,43.8225774081,45.1221172454,43.3972857748,44.9305496823
500.0,5.0,2.0,0.5,2.0,-4.0,0.5,0.0,320.0,100.0,80.0,42.6739316826,45.7772196406,43.6358218463,43.0357129223,43.4094527865
500.0,5.0,2.0,0.5,2.0,-4.0,0.5,0.0,325.0,100.0,80.0,43.5535809936,43.1776820275,42.5074873323,43.8045609105,43.1219483773
500.0,5.0,2.0,0.5,2.0,-4.0,0.5,0.0,330.0,100.0,80.0,43.8271685467,43.5306944276,42.8383839825,41.6402792353,44.1534380737
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,270.0,100.0,64.0,51.1296791894,49.9444158068,50.9367000927,49.1340992496,51.580515004
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,275.0,100.0,64.0,50.3466855646,49.3843516238,49.9861149984,49.6840078151,50.6486732715
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,280.0,100.0,64.0,48.7486844256,49.1954526837,49.5280342973,49.8181805984,50.6505869555
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,285.0,100.0,64.0,50.1145203358,48.6657978385,49.073845612,48.5582095187,48.5080413528
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,290.0,100.0,64.0,49.7294521773,48.4522369941,47.7384292885,49.0127752952,49.3096120505
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,295.0,100.0,64.0,47.335220457,47.7942184513,48.5184755738,48.7660745655,49.0326271918
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,300.0,100.0,64.0,47.9122799368,48.5856182974,47.5141449602,47.9496626332,47.8452482465
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,305.0,100.0,64.0,47.3744070371,47.1182951107,46.6358578414,48.4625944357,47.9821980626
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,310.0,100.0,64.0,46.2617269687,46.026393546,45.2744085052,46.1644196707,44.7828787003
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,315.0,100.0,64.0,45.9224617482,45.6829927968,44.3820788604,46.32026752,46.1844230849
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,320.0,100.0,64.0,45.4463996742,45.4514175876,46.1106743434,46.6907677928,45.7894473518
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,325.0,100.0,64.0,46.0100284125,47.1382029834,45.4755305711,45.1710827399,45.7700154886
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,330.0,100.0,64.0,43.798831424,45.2037260528,44.5344633805,45.2253683481,43.3698740175
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,270.0,100.0,66.0,55.8956630893,56.2226707215,56.1028173077,58.2274384619,55.2849918531
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,275.0,100.0,66.0,55.6920941857,54.9092944591,54.0484288877,55.9719102458,58.3818538252
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,280.0,100.0,66.0,56.0254346108,53.9773599712,54.490451229,55.1175880267,55.9150118643
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,285.0,100.0,66.0,54.9149955254,53.6814184671,55.3276422839,54.9973243673,55.5699353005
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,290.0,100.0,66.0,52.0799959976,54.5483886837,53.7923948169,54.3853703128,54.7536455943
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,295.0,100.0,66.0,52.4494104686,54.0903378437,54.2118462015,54.2676192061,54.3522977533
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,300.0,100.0,66.0,53.2500801656,53.6016794558,52.8165477766,52.8865216366,53.4249443598
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,305.0,100.0,66.0,54.4328574284,51.7722904009,51.8200765229,51.1420831212,51.5864394983
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,310.0,100.0,66.0,52.6110547278,51.1463334386,50.9574695348,52.4633601435,50.9438549636
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,315.0,100.0,66.0,52.8760998199,51.0900975542,52.6764146941,52.7500165154,51.4589614032
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,320.0,100.0,66.0,51.4822316568,51.6494211539,52.6826389433,51.4779849168,51.6019774669
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,325.0,100.0,66.0,49.954898285,50.4615599918,51.5013969778,50.0688572735,50.0936041841
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,330.0,100.0,66.0,50.3141651887,49.8528772126,49.1965048073,49.7986170653,51.1330920447
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,270.0,100.0,68.0,61.361423012,61.5308711833,62.0470597496,60.7311053546,60.6007215947
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,275.0,100.0,68.0,62.2453435039,62.13811977,60.0041215451,60.3459763306,60.6178841885
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,280.0,100.0,68.0,59.9318936883,60.7149237765,60.1322996316,60.142951565,59.4708191008
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,285.0,100.0,68.0,60.3787034876,59.9206712737,59.7058401856,60.7549344223,59.4606960534
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,290.0,100.0,68.0,59.1957170112,59.0221449938,59.3824521959,58.5585728666,60.7568850545
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,295.0,100.0,68.0,59.2987557874,59.1718260652,59.3028189788,57.0421594739,59.3060234768
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,300.0,100.0,68.0,57.2290138883,58.1391051962,58.3663891926,57.6912267888,57.6038601064
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,305.0,100.0,68.0,58.9362825478,57.1312850002,58.8191804585,57.0651247,58.2836577265
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,310.0,100.0,68.0,59.8297587724,57.0562402282,59.1010125362,57.421561838,58.7561670761
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,315.0,100.0,68.0,57.0411661918,56.2269299306,57.9105881967,56.4496736591,57.4258296281
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,320.0,100.0,68.0,56.0506716682,56.6476921802,55.8097891848,57.0369586521,57.1363227803
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,325.0,100.0,68.0,56.6370962911,56.2409317565,55.7910773752,56.4130581934,56.9847555042
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,330.0,100.0,68.0,55.1399625227,56.4165296691,55.1496100243,57.0536270618,55.7966758321
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,270.0,100.0,70.0,64.5933238397,66.9278851482,66.1971214631,66.9836548546,67.0999565249
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,275.0,100.0,70.0,66.843472515,65.3547872714,66.1270457379,65.894848823,65.8373871966
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,280.0,100.0,70.0,65.4882789466,65.7235921314,63.7743072237,65.7237543103,65.1672489344
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,285.0,100.0,70.0,65.3447888191,64.0285514926,65.2982541769,65.4246246193,63.9524603424
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,290.0,100.0,70.0,64.382009708,65.1502060259,65.7847007331,64.0900685256,64.8402533788
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,295.0,100.0,70.0,64.1123419118,63.6939037367,64.0640600942,63.9170595442,64.3224083043
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,300.0,100.0,70.0,63.1121758573,61.8335638305,64.3347242539,65.0836320002,64.2843198439
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,305.0,100.0,70.0,63.4891872964,64.2528276453,63.8377224957,62.008745767,62.9800073638
500.0,5.0,3.0,0.5,2.0,-4.0,0.5,0.0,310.0,100.0,70.0,63.4862853538,61.8598520833,62.2113047484,62.2410606198,63.6254799903
