   100.000,    20.000,     2.000,     2.000,     2.000,    -3.000,     0.000,   100.000,   100.000,    64.000,    86.882,    70.599,    76.462,    70.823,    69.688,    71.654,    75.491,    77.574,    73.702,    72.595,    73.258,    71.566,    78.704,    73.290,    72.814,    78.881,    75.376,    71.882,    77.199,    72.270
   100.000,    20.000,     2.000,     2.000,     2.000,    -3.000,     0.000,   150.000,   100.000,    64.000,    75.979,    71.305,    65.092,    68.993,    69.308,    68.134,    68.101,    65.615,    68.842,    68.739,    61.643,    67.916,    72.649,    67.925,    64.980,    66.746,    70.911,    70.773,    65.834,    71.717
   100.000,    20.000,     2.000,     2.000,     2.000,    -3.000,     0.000,   200.000,   100.000,    64.000,    69.430,    57.372,    64.335,    58.835,    60.196,    62.964,    61.924,    60.226,    60.948,    60.046,    54.369,    58.241,    62.379,    63.060,    63.295,    58.818,    62.521,    60.126,    70.140,    61.748
   100.000,    20.000,     2.000,     2.000,     2.000,    -3.000,     0.000,   250.000,   100.000,    64.000,    63.207,    55.641,    61.129,    53.852,    60.269,    65.706,    59.376,    58.523,    58.981,    56.124,    58.684,    57.076,    59.768,    60.434,    50.866,    53.882,    59.826,    54.584,    53.587,    60.548
   100.000,    20.000,     2.000,     2.000,     2.000,    -3.000,     0.000,   100.000,   100.000,    65.000,    55.972,    74.792,    74.953,    74.953,    71.077,    74.725,    68.400,    74.269,    78.267,    75.608,    73.424,    74.064,    72.845,    79.983,    74.771,    70.602,    76.726,    73.996,    70.347,    74.666
   100.000,    20.000,     2.000,     2.000,     2.000,    -3.000,     0.000,   150.000,   100.000,    65.000,    71.421,    64.831,    67.538,    65.201,    70.649,    68.203,    66.946,    65.608,    65.480,    60.713,    61.227,    67.437,    73.015,    64.558,    66.267,    61.641,    66.641,    66.245,    69.184,    63.611
   100.000,    20.000,     2.000,     2.000,     2.000,    -3.000,     0.000,   200.000,   100.000,    65.000,    66.134,    56.436,    55.106,    69.561,    62.546,    65.724,    58.236,    69.266,    57.991,    57.824,    61.457,    62.250,    64.353,    61.145,    59.794,    60.130,    59.190,    61.157,    59.524,    60.598
   100.000,    20.000,     2.000,     2.000,     2.000,    -3.000,     0.000,   250.000,   100.000,    65.000,    62.559,    57.932,    58.596,    54.998,    53.457,    58.928,    56.145,    58.609,    60.888,    53.573,    53.795,    59.133,    49.612,    53.415,    54.800,    63.390,    60.359,    53.956,    51.350,    55.480
   100.000,    20.000,     2.000,     2.000,     2.000,    -3.000,     0.000,   100.000,   100.000,    66.000,    56.186,    77.751,    75.029,    73.454,    78.866,    73.873,    71.474,    78.726,    76.508,    75.772,    73.460,    77.081,    76.999,    74.958,    76.637,    80.512,    77.346,    81.117,    75.429,    78.565
   100.000,    20.000,     2.000,     2.000,     2.000,    -3.000,     0.000,   150.000,   100.000,    66.000,    75.764,    71.372,    65.861,    69.684,    69.952,    63.898,    69.609,    72.173,    68.865,    72.354,    67.000,    63.996,    62.334,    72.416,    68.786,    72.130,    67.403,    69.318,    69.419,    68.805
   100.000,    20.000,     2.000,     2.000,     2.000,    -3.000,     0.000,   200.000,   100.000,    66.000,    71.260,    63.560,    66.443,    67.930,    64.189,    65.853,    71.421,    63.630,    65.591,    61.235,    65.960,    62.762,    64.702,    67.446,    66.989,    67.058,    68.153,    60.854,    63.832,    66.579
