   100.000,    20.000,     2.000,     2.000,     3.000,    -3.000,     0.000,   100.000,   100.000,    54.000,    99.960,    85.721,    85.809,    85.984,    84.011,    85.456,    84.049,    86.351,    84.225,    83.102,    84.161,    86.400,    82.599,    83.436,    85.640,    84.151,    86.812,    84.907,    86.432,    84.568
   100.000,    20.000,     2.000,     2.000,     3.000,    -3.000,     0.000,   150.000,   100.000,    54.000,    85.404,    74.602,    82.590,    77.850,    79.820,    75.780,    75.907,    78.562,    84.586,    80.188,    77.940,    80.231,    78.353,    81.528,    79.818,    79.672,    78.113,    78.014,    80.815,    77.706
   100.000,    20.000,     2.000,     2.000,     3.000,    -3.000,     0.000,   200.000,   100.000,    54.000,    80.758,    73.510,    72.157,    72.069,    71.001,    73.253,    75.013,    68.762,    72.909,    74.252,    73.928,    72.768,    69.308,    72.144,    73.717,    74.308,    76.726,    74.343,    73.080,    74.363
   100.000,    20.000,     2.000,     2.000,     3.000,    -3.000,     0.000,   250.000,   100.000,    54.000,    72.636,    66.338,    69.683,    72.297,    72.583,    71.942,    63.904,    68.260,    71.526,    70.103,    66.313,    73.546,    74.816,    71.142,    64.493,    73.517,    66.089,    63.708,    70.195,    71.258
   100.000,    20.000,     2.000,     2.000,     3.000,    -3.000,     0.000,   100.000,   100.000,    55.000,    74.051,    83.388,    84.432,    84.581,    85.566,    83.614,    86.223,    83.446,    87.652,    86.302,    84.111,    84.034,    82.294,    84.638,    83.074,    87.016,    84.885,    85.270,    85.927,    85.162
   100.000,    20.000,     2.000,     2.000,     3.000,    -3.000,     0.000,   150.000,   100.000,    55.000,    87.067,    78.693,    80.168,    80.615,    78.548,    81.169,    78.544,    78.278,    78.205,    79.386,    80.508,    81.667,    81.324,    79.072,    82.845,    77.043,    79.208,    81.601,    77.487,    78.394
   100.000,    20.000,     2.000,     2.000,     3.000,    -3.000,     0.000,   200.000,   100.000,    55.000,    81.008,    71.481,    72.444,    70.668,    76.779,    71.881,    74.644,    73.579,    72.995,    73.523,    74.453,    72.533,    77.149,    77.646,    75.060,    73.248,    74.571,    74.356,    71.477,    74.988
   100.000,    20.000,     2.000,     2.000,     3.000,    -3.000,     0.000,   250.000,   100.000,    55.000,    75.645,    69.692,    70.676,    66.455,    71.844,    71.518,    71.440,    68.633,    67.522,    65.391,    67.082,    70.360,    69.413,    73.085,    71.623,    71.812,    68.628,    68.713,    72.112,    71.278
   100.000,    20.000,     2.000,     2.000,     3.000,    -3.000,     0.000,   100.000,   100.000,    56.000,    64.416,    86.138,    84.957,    83.846,    84.871,    83.022,    85.626,    84.885,    83.940,    81.348,    84.922,    84.980,    83.944,    84.267,    86.268,    86.229,    86.480,    85.260,    85.963,    85.618
   100.000,    20.000,     2.000,     2.000,     3.000,    -3.000,     0.000,   150.000,   100.000,    56.000,    88.918,    77.973,    79.865,    78.528,    79.714,    73.122,    79.054,    78.246,    76.837,    78.101,    79.175,    77.927,    80.459,    81.367,    81.538,    80.082,    76.865,    76.127,    80.467,    80.147
