n,k,alpha/beta,alpha/beta SD,d,d_shift,d_sd,n0,max_d,dose_of_interest,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCPs,TCP_mean,TCP_sd
100,20,3,2,2,-3,0,200,100,78,92.7008559,95.98064601,95.98064601,94.87958082,94.87958082,94.15010431,94.15010431,94.29535935,94.29535935,93.28213304,93.28213304,94.59399052,94.59399052,95.35102683,95.35102683,93.96616622,93.96616622,95.99494245,95.99494245,96.6418133,96.6418133,93.07948223,93.07948223,94.51060904,94.51060904,96.08203396,96.08203396,94.16006674,94.16006674,95.94565702,95.94565702,93.33575061,93.33575061,96.213182,96.213182,94.5565487,94.5565487,94.61465312,94.61465312,94.67924858,94.76618993,1.074119746
100,20,3,2,2,-3,0,200,100,80,94.67924858,96.33048054,96.33048054,95.46686892,95.46686892,95.66408438,95.66408438,95.5821619,95.5821619,95.63103267,95.63103267,96.57929754,96.57929754,95.84133948,95.84133948,96.44936033,96.44936033,95.70139081,95.70139081,96.85841215,96.85841215,96.264059,96.264059,95.32010254,95.32010254,96.58394887,96.58394887,95.65135598,95.65135598,96.6089592,96.6089592,94.06059555,94.06059555,96.15472756,96.15472756,94.7415906,94.7415906,94.88007515,94.88007515,95.62400316,95.77607345,0.711834758
100,20,3.5,2,2,-3,0,200,100,64,95.62400316,92.63967997,92.63967997,90.12473567,90.12473567,91.86169317,91.86169317,91.10707497,91.10707497,93.56426292,93.56426292,92.27742663,92.27742663,89.06301443,89.06301443,92.58854866,92.58854866,94.80936821,94.80936821,90.87031971,90.87031971,91.94404953,91.94404953,90.12853187,90.12853187,92.09334899,92.09334899,90.79577322,90.79577322,91.65660662,91.65660662,90.76753759,90.76753759,90.98900527,90.98900527,92.86628786,92.86628786,89.28661585,89.28661585,91.22461893,91.64290961,1.507655015
100,20,3.5,2,2,-3,0,200,100,66,91.22461893,91.32218002,91.32218002,93.07569747,93.07569747,93.70835484,93.70835484,93.74514657,93.74514657,89.45902287,89.45902287,90.60107233,90.60107233,91.88305598,91.88305598,94.05604314,94.05604314,94.14902972,94.14902972,91.00799993,91.00799993,93.79340024,93.79340024,93.89759056,93.89759056,91.76211843,91.76211843,94.88067535,94.88067535,94.34092465,94.34092465,93.29586386,93.29586386,94.26263242,94.26263242,94.32159899,94.32159899,94.92237016,94.92237016,94.92140571,93.07788949,1.558032417
100,20,3.5,2,2,-3,0,200,100,68,94.92140571,95.99420926,95.99420926,93.71365348,93.71365348,93.98681213,93.98681213,93.2494241,93.2494241,94.13089464,94.13089464,94.39396458,94.39396458,93.28714123,93.28714123,92.34380119,92.34380119,94.25437215,94.25437215,95.18348506,95.18348506,93.82862454,93.82862454,94.23867487,94.23867487,93.45418454,93.45418454,93.53167841,93.53167841,94.01923415,94.01923415,95.06911545,95.06911545,94.89483098,94.89483098,91.78296036,91.78296036,93.93810284,93.93810284,93.99601954,93.98769383,0.932724322
100,20,3.5,2,2,-3,0,200,100,70,93.99601954,95.58357608,95.58357608,94.04504231,94.04504231,94.61992992,94.61992992,96.5988062,96.5988062,93.56159594,93.56159594,94.88993026,94.88993026,95.36600039,95.36600039,94.34625523,94.34625523,95.01705733,95.01705733,95.18221725,95.18221725,95.68759233,95.68759233,94.43952703,94.43952703,96.68156246,96.68156246,95.13124037,95.13124037,94.39623343,94.39623343,96.50600739,96.50600739,94.52669875,94.52669875,93.59757405,93.59757405,94.62927488,94.62927488,94.10311555,94.94278446,0.896170809
100,20,3.5,2,2,-3,0,200,100,72,94.10311555,96.90285323,96.90285323,94.91302179,94.91302179,96.4422692,96.4422692,95.20321674,95.20321674,96.92566569,96.92566569,95.8117321,95.8117321,96.93114671,96.93114671,96.39925556,96.39925556,96.46209195,96.46209195,95.57698683,95.57698683,95.84428297,95.84428297,95.64537804,95.64537804,96.33527753,96.33527753,96.1604525,96.1604525,96.37057143,96.37057143,95.66368744,95.66368744,95.32963982,95.32963982,96.53475823,96.53475823,96.30590564,96.30590564,96.48926508,96.05271919,0.64687896
100,20,3.5,2,2,-3,0,200,100,74,96.48926508,95.48057842,95.48057842,96.02569001,96.02569001,95.61827711,95.61827711,95.69782905,95.69782905,96.42843842,96.42843842,97.9854061,97.9854061,96.45313236,96.45313236,97.63855167,97.63855167,97.55154152,97.55154152,96.92808522,96.92808522,96.44267933,96.44267933,94.61429198,94.61429198,95.9468717,95.9468717,97.26999673,97.26999673,97.27531012,97.27531012,97.33116652,97.33116652,96.2471079,96.2471079,96.45022528,96.45022528,96.44965341,96.44965341,96.94890557,96.52769591,0.818185804
100,20,3.5,2,2,-3,0,200,100,76,96.94890557,97.34601082,97.34601082,97.81352481,97.81352481,97.55434545,97.55434545,97.28280298,97.28280298,97.48380019,97.48380019,97.91013675,97.91013675,96.85966195,96.85966195,97.19806276,97.19806276,97.15086135,97.15086135,97.24637612,97.24637612,97.71917267,97.71917267,97.28580966,97.28580966,97.22018071,97.22018071,97.45174428,97.45174428,97.00010223,97.00010223,96.42383665,96.42383665,97.34404549,97.34404549,97.55815869,97.55815869,98.17056761,98.17056761,96.6622482,97.3412389,0.392850594
100,20,3.5,2,2,-3,0,200,100,78,96.6622482,97.55807717,97.55807717,97.37561379,97.37561379,97.5909215,97.5909215,97.83753265,97.83753265,96.36621694,96.36621694,97.9848631,97.9848631,97.14497585,97.14497585,96.4388513,96.4388513,98.03470672,98.03470672,96.99157977,96.99157977,97.9882013,97.9882013,97.38186871,97.38186871,98.02011522,98.02011522,97.23074151,97.23074151,98.32647231,98.32647231,97.95243408,97.95243408,96.81605046,96.81605046,97.12272866,97.12272866,98.25387026,98.25387026,98.01429201,97.48770457,0.574444317
100,20,3.5,2,2,-3,0,200,100,80,98.01429201,98.36368678,98.36368678,97.69832182,97.69832182,97.69605569,97.69605569,98.20256533,98.20256533,98.05074169,98.05074169,98.13222984,98.13222984,98.4398828,98.4398828,98.91949903,98.91949903,98.29425855,98.29425855,98.50192012,98.50192012,98.2438511,98.2438511,97.97967141,97.97967141,98.23833669,98.23833669,97.94155982,97.94155982,98.76335962,98.76335962,97.87458881,97.87458881,97.99087882,97.99087882,98.04665435,98.04665435,97.91337308,97.91337308,97.24661628,98.14609447,0.342021143
100,20,4,2,2,-3,0,200,100,64,97.24661628,95.66586433,95.66586433,96.61145051,96.61145051,94.0438808,94.0438808,95.56935097,95.56935097,95.607252,95.607252,94.64752636,94.64752636,94.96086856,94.96086856,96.79962761,96.79962761,95.02938072,95.02938072,96.74004327,96.74004327,95.46987676,95.46987676,93.18795795,93.18795795,95.20227895,95.20227895,95.90162673,95.90162673,95.42452024,95.42452024,95.84426295,95.84426295,95.669255,95.669255,96.09200272,96.09200272,95.82358302,95.82358302,95.67225116,95.53750216,0.882651918
100,20,4,2,2,-3,0,200,100,66,95.67225116,96.23661736,96.23661736,95.71831213,95.71831213,94.95111885,94.95111885,98.04173902,98.04173902,98.01345817,98.01345817,97.27311382,97.27311382,96.49430471,96.49430471,95.14936089,95.14936089,95.82053996,95.82053996,95.91244236,95.91244236,95.12034337,95.12034337,96.51763638,96.51763638,96.57672062,96.57672062,97.27705752,97.27705752,96.94523882,96.94523882,96.51560998,96.51560998,95.67064629,95.67064629,96.50510131,96.50510131,95.94959724,95.94959724,97.56854915,96.36546795,0.872641352
100,20,4,2,2,-3,0,200,100,68,97.56854915,95.74382623,95.74382623,96.58854312,96.58854312,95.88267334,95.88267334,97.72124224,97.72124224,98.4976239,98.4976239,97.75861425,97.75861425,97.54636886,97.54636886,96.16261383,96.16261383,96.66202166,96.66202166,96.38139883,96.38139883,97.45115637,97.45115637,96.42142822,96.42142822,96.48229854,96.48229854,97.9954061,97.9954061,97.65442505,97.65442505,96.48346806,96.48346806,97.83345276,97.83345276,96.68464453,96.68464453,98.06079186,98.06079186,97.58837448,97.07952298,0.789009057
100,20,4,2,2,-3,0,200,100,70,97.58837448,97.14061385,97.14061385,97.1123123,97.1123123,97.38428152,97.38428152,97.58537191,97.58537191,97.98174363,97.98174363,96.96678343,96.96678343,97.42985056,97.42985056,97.93850604,97.93850604,98.04642595,98.04642595,97.55810366,97.55810366,98.72086654,98.72086654,97.63949055,97.63949055,96.69586021,96.69586021,97.09349302,97.09349302,98.19263374,98.19263374,97.81599457,97.81599457,98.30568436,98.30568436,98.19506811,98.19506811,98.44924236,98.44924236,97.94199609,97.70087558,0.526546809
100,20,4,2,2,-3,0,200,100,72,97.94199609,98.84687372,98.84687372,98.58356877,98.58356877,98.18139906,98.18139906,97.91657191,97.91657191,98.85482436,98.85482436,97.97621918,97.97621918,97.0870067,97.0870067,98.38744945,98.38744945,98.29383249,98.29383249,98.03884718,98.03884718,98.24770337,98.24770337,98.47545305,98.47545305,98.13789428,98.13789428,97.65790951,97.65790951,97.92915382,97.92915382,98.35397043,98.35397043,98.17887015,98.17887015,97.71742362,97.71742362,98.69593912,98.69593912,97.14230574,98.15515305,0.443757787
100,20,4,2,2,-3,0,200,100,74,97.14230574,98.00009635,98.00009635,98.44879218,98.44879218,98.73644406,98.73644406,97.94051452,97.94051452,98.64584077,98.64584077,99.18269392,99.18269392,99.15105759,99.15105759,98.78471787,98.78471787,98.08023485,98.08023485,97.95072546,97.95072546,98.24955493,98.24955493,98.15035036,98.15035036,98.55023604,98.55023604,98.02549409,98.02549409,98.75847909,98.75847909,98.88247537,98.88247537,98.69815202,98.69815202,98.70338417,98.70338417,98.90673005,98.90673005,98.97165866,98.49514779,0.446983407
100,20,4,2,2,-3,0,200,100,76,98.97165866,98.31577492,98.31577492,98.99899785,98.99899785,99.01638638,99.01638638,98.95232203,98.95232203,98.52680903,98.52680903,98.25007995,98.25007995,99.03994973,99.03994973,98.27406731,98.27406731,98.42003733,98.42003733,98.34535529,98.34535529,98.42351952,98.42351952,98.7546042,98.7546042,99.0224124,99.0224124,98.5758597,98.5758597,98.397073,98.397073,98.81019674,98.81019674,98.74257301,98.74257301,98.82578632,98.82578632,98.57072798,98.57072798,98.74923955,98.65614909,0.271205279
100,20,4,2,2,-3,0,200,100,78,98.74923955,99.41388454,99.41388454,99.11460204,99.11460204,98.17566523,98.17566523,99.32989417,99.32989417,99.03817224,99.03817224,98.46208814,98.46208814,98.68710724,98.68710724,98.59423814,98.59423814,99.10732859,99.10732859,98.82622154,98.82622154,98.77291143,98.77291143,99.40855505,99.40855505,98.849625,98.849625,98.68894896,98.68894896,98.8299798,98.8299798,99.27906645,99.27906645,98.86722525,98.86722525,98.61261351,98.61261351,98.7277087,98.7277087,99.11547365,98.88590963,0.318756432
100,20,4,2,2,-3,0,200,100,80,99.11547365,99.48159121,99.48159121,98.9944088,98.9944088,99.39389094,99.39389094,99.27578617,99.27578617,99.17099039,99.17099039,99.26713957,99.26713957,98.5302588,98.5302588,99.26237774,99.26237774,98.96651181,98.96651181,98.59615843,98.59615843,99.11115844,99.11115844,99.42711572,99.42711572,99.38759149,99.38759149,99.45181411,99.45181411,99.24761338,99.24761338,99.23206741,99.23206741,99.17273414,99.17273414,99.42846829,99.42846829,99.58549956,99.58549956,98.91790812,99.19999336,0.269083213
100,20,1,2,2,-2,0,200,100,64,98.91790812,28.56483104,28.56483104,26.91032368,26.91032368,34.23488956,34.23488956,31.26065067,31.26065067,31.02910403,31.02910403,32.62394949,32.62394949,30.70672452,30.70672452,34.8992214,34.8992214,30.33357744,30.33357744,26.03667534,26.03667534,23.61214995,23.61214995,30.8955648,30.8955648,31.99737757,31.99737757,28.40010767,28.40010767,25.88328393,25.88328393,33.79591887,33.79591887,29.23830744,29.23830744,32.78721615,32.78721615,28.30086753,28.30086753,26.42738235,31.70916932,11.164538
100,20,1,2,2,-2,0,200,100,66,26.42738235,29.06157548,29.06157548,31.68958655,31.68958655,32.84217936,32.84217936,39.11335165,39.11335165,32.20612241,32.20612241,33.42920097,33.42920097,33.80430604,33.80430604,33.21149425,33.21149425,32.30699768,32.30699768,28.63962238,28.63962238,33.30585237,33.30585237,33.50944877,33.50944877,33.12696987,33.12696987,31.68012953,31.68012953,29.8145552,29.8145552,28.89828939,28.89828939,33.21409673,33.21409673,30.87077412,30.87077412,32.70764298,32.70764298,32.8606408,32.15381037,2.415175704
100,20,1,2,2,-2,0,200,100,68,32.8606408,35.67122289,35.67122289,38.0445849,38.0445849,39.48429361,39.48429361,37.98883512,37.98883512,37.29118414,37.29118414,38.1629949,38.1629949,42.71482485,42.71482485,38.97830912,38.97830912,32.86306419,32.86306419,31.79899514,31.79899514,27.13252485,27.13252485,38.14510812,38.14510812,31.07767321,31.07767321,40.39755296,40.39755296,38.3370631,38.3370631,33.31633117,33.31633117,37.61388092,37.61388092,29.75085649,29.75085649,31.50599992,31.50599992,26.87887804,35.50725295,4.190255894
100,20,1,2,2,-2,0,200,100,70,26.87887804,41.39405343,41.39405343,37.48154636,37.48154636,43.0569024,43.0569024,37.12858646,37.12858646,43.22937332,43.22937332,41.32571991,41.32571991,43.93975022,43.93975022,39.34212782,39.34212782,40.58689546,40.58689546,36.8697507,36.8697507,39.98655106,39.98655106,45.80398027,45.80398027,35.90336274,35.90336274,39.84763467,39.84763467,36.22521872,36.22521872,37.8152476,37.8152476,41.28605479,41.28605479,39.67491446,39.67491446,35.95192161,35.95192161,38.66630934,39.48110928,3.416185073
100,20,1,2,2,-2,0,200,100,72,38.66630934,43.47910961,43.47910961,39.39249902,39.39249902,38.96836259,38.96836259,45.18420471,45.18420471,40.57529014,40.57529014,47.99022611,47.99022611,44.30003419,44.30003419,39.68273786,39.68273786,40.45890144,40.45890144,36.07281746,36.07281746,45.52715708,45.52715708,40.18197686,40.18197686,44.20987564,44.20987564,42.83529537,42.83529537,45.06002928,45.06002928,38.58223396,38.58223396,41.77767801,41.77767801,37.3844158,37.3844158,35.36973828,35.36973828,39.67545332,41.31017324,3.32282016
100,20,1,2,2,-2,0,200,100,74,39.67545332,38.41570332,38.41570332,46.87965025,46.87965025,46.54386928,46.54386928,48.42226172,48.42226172,45.67981586,45.67981586,48.28605928,48.28605928,43.74477592,43.74477592,47.66816707,47.66816707,49.44746895,49.44746895,46.8691165,46.8691165,42.74395993,42.74395993,45.98699048,45.98699048,50.85034164,50.85034164,42.36339841,42.36339841,48.84770971,48.84770971,45.34016146,45.34016146,44.82682702,44.82682702,39.83281936,39.83281936,45.95644272,45.95644272,46.33243186,45.58547407,3.179816801
100,20,1,2,2,-2,0,200,100,76,46.33243186,47.27743424,47.27743424,44.34074481,44.34074481,53.90249198,53.90249198,49.66669665,49.66669665,44.28873116,44.28873116,54.58831769,54.58831769,46.01520267,46.01520267,46.47564885,46.47564885,48.46634054,48.46634054,45.19511671,45.19511671,48.76589735,48.76589735,43.24790904,43.24790904,47.38428939,47.38428939,49.67551485,49.67551485,49.12949456,49.12949456,52.17482892,52.17482892,51.49819737,51.49819737,50.85864049,50.85864049,47.6460239,47.6460239,48.52371216,48.40127966,3.057440094
100,20,1,2,2,-2,0,200,100,78,48.52371216,52.94375523,52.94375523,50.23016461,50.23016461,48.31854278,48.31854278,52.00090971,52.00090971,54.09513388,54.09513388,50.74266904,50.74266904,53.39596291,53.39596291,50.30719609,50.30719609,53.51883291,53.51883291,50.41640941,50.41640941,58.21348087,58.21348087,52.59715156,52.59715156,56.43433543,56.43433543,47.38706727,47.38706727,51.43813903,51.43813903,48.13003327,48.13003327,53.30440539,53.30440539,49.24649803,49.24649803,55.37501559,55.37501559,51.24630005,51.89903545,2.785414338
100,20,1,2,2,-2,0,200,100,80,51.24630005,54.97380388,54.97380388,55.83073434,55.83073434,54.99222076,54.99222076,56.58223506,56.58223506,55.15644462,55.15644462,57.31199936,57.31199936,61.83363933,61.83363933,55.12011938,55.12011938,53.09477985,53.09477985,60.0903328,60.0903328,53.24125705,53.24125705,55.43783055,55.43783055,59.85327926,59.85327926,56.87340462,56.87340462,55.62085304,55.62085304,56.34173962,56.34173962,59.0921942,59.0921942,59.25790877,59.25790877,56.58988213,56.58988213,53.49347466,56.4832273,2.438620099
100,20,1.5,2,2,-2,0,200,100,64,53.49347466,42.60714352,42.60714352,48.50740194,48.50740194,49.60765485,49.60765485,50.51060511,50.51060511,43.37604364,43.37604364,36.66928318,36.66928318,54.15042017,54.15042017,42.60425444,42.60425444,42.21216804,42.21216804,48.98976703,48.98976703,48.25108145,48.25108145,50.29107288,50.29107288,43.11867652,43.11867652,47.36832323,47.36832323,46.89336402,46.89336402,46.48266904,46.48266904,47.77301204,47.77301204,50.04057893,50.04057893,43.48324876,43.48324876,44.18834877,46.58888403,4.059710001
100,20,1.5,2,2,-2,0,200,100,66,44.18834877,49.65245298,49.65245298,48.09254755,48.09254755,50.35436388,50.35436388,44.60801065,44.60801065,52.83224759,52.83224759,48.24143965,48.24143965,54.23261761,54.23261761,51.36213021,51.36213021,56.11237582,56.11237582,49.00902948,49.00902948,46.66072794,46.66072794,44.64410295,44.64410295,49.75033026,49.75033026,51.19227831,51.19227831,47.44706912,47.44706912,51.85758197,51.85758197,55.1353232,55.1353232,49.10084561,49.10084561,48.29900781,48.29900781,52.65009776,49.85018529,3.189812079
100,20,1.5,2,2,-2,0,200,100,68,52.65009776,54.94957652,54.94957652,54.37497196,54.37497196,48.768583,48.768583,57.45988511,57.45988511,51.66546878,51.66546878,51.93281414,51.93281414,47.50965,47.50965,58.32041156,58.32041156,54.40014201,54.40014201,52.9250818,52.9250818,57.96933836,57.96933836,53.14066075,53.14066075,58.39393589,58.39393589,51.62442462,51.62442462,56.17222203,56.17222203,50.5695115,50.5695115,52.04371187,52.04371187,46.32633658,46.32633658,51.81785174,51.81785174,49.51065157,53.07224764,3.401388863
100,20,1.5,2,2,-2,0,200,100,70,49.51065157,55.52413602,55.52413602,53.5378059,53.5378059,53.2964703,53.2964703,59.01937426,59.01937426,54.7888353,54.7888353,64.48910524,64.48910524,57.62822908,57.62822908,60.70291075,60.70291075,53.4466397,53.4466397,53.30625834,53.30625834,52.17074002,52.17074002,57.33775602,57.33775602,53.86646117,53.86646117,54.49320448,54.49320448,61.4271986,61.4271986,58.06006962,58.06006962,52.17944026,52.17944026,56.05887033,56.05887033,55.11545504,55.11545504,50.83839221,55.83117412,3.470978343
100,20,1.5,2,2,-2,0,200,100,72,50.83839221,62.89269939,62.89269939,57.39860576,57.39860576,58.7009668,58.7009668,62.92028869,62.92028869,64.45797185,64.45797185,56.06506387,56.06506387,59.40576255,59.40576255,61.19382225,61.19382225,65.00094003,65.00094003,60.45517888,60.45517888,61.405394,61.405394,60.68613181,60.68613181,62.2341461,62.2341461,60.08432039,60.08432039,60.05316163,60.05316163,58.29975469,58.29975469,62.96812835,62.96812835,62.07504413,62.07504413,57.61834088,57.61834088,63.54322659,60.55532657,2.818737975
100,20,1.5,2,2,-2,0,200,100,74,63.54322659,61.99219431,61.99219431,58.09327641,58.09327641,62.02050703,62.02050703,63.16243915,63.16243915,60.20704286,60.20704286,65.58626917,65.58626917,58.37843919,58.37843919,66.3233861,66.3233861,56.86535246,56.86535246,56.66938347,56.66938347,58.23470904,58.23470904,64.76850717,64.76850717,65.52220652,65.52220652,67.20439985,67.20439985,64.79670126,64.79670126,62.14526324,62.14526324,66.69815361,66.69815361,62.06955387,62.06955387,61.70182368,61.70182368,56.81462439,62.13092669,3.353449729
100,20,1.5,2,2,-2,0,200,100,76,56.81462439,67.10377449,67.10377449,66.09844155,66.09844155,70.62299455,70.62299455,62.95422332,62.95422332,64.9929176,64.9929176,65.4442328,65.4442328,63.4932905,63.4932905,67.23714152,67.23714152,62.88963774,62.88963774,67.19579545,67.19579545,71.78290916,71.78290916,67.45597103,67.45597103,68.32933484,68.32933484,60.98242596,60.98242596,63.39876438,63.39876438,65.17208916,65.17208916,62.69966736,62.69966736,64.00331576,64.00331576,70.17788138,70.17788138,65.04744375,65.64829213,3.148276054
100,20,1.5,2,2,-2,0,200,100,78,65.04744375,71.66179782,71.66179782,69.33755891,69.33755891,69.58566015,69.58566015,69.81963416,69.81963416,72.0720249,72.0720249,69.83908149,69.83908149,71.54173754,71.54173754,70.43328368,70.43328368,71.52778128,71.52778128,68.92511738,68.92511738,66.06545862,66.06545862,69.88591424,69.88591424,65.19778974,65.19778974,73.1069118,73.1069118,68.76800309,68.76800309,71.51304781,71.51304781,65.3844106,65.3844106,59.89968186,59.89968186,73.83125527,73.83125527,67.47868791,69.23296081,3.22076773
100,20,1.5,2,2,-2,0,200,100,80,67.47868791,73.83117757,73.83117757,73.13529384,73.13529384,73.03573556,73.03573556,71.41482692,71.41482692,68.70325869,68.70325869,73.01154983,73.01154983,76.41251452,76.41251452,74.80844368,74.80844368,75.19781627,75.19781627,69.05632066,69.05632066,74.71196202,74.71196202,71.95694348,71.95694348,74.62289297,74.62289297,73.21037551,73.21037551,75.75490548,75.75490548,72.85810252,72.85810252,71.37400102,71.37400102,73.75492677,73.75492677,73.76163119,73.76163119,69.09770734,72.94504381,2.212242867
100,20,2,2,2,-2,0,200,100,64,69.09770734,59.22386751,59.22386751,61.8374423,61.8374423,68.74952469,68.74952469,60.89251639,60.89251639,69.38497775,69.38497775,62.41705785,62.41705785,61.31655351,61.31655351,63.87917706,63.87917706,58.61698162,58.61698162,66.64593893,66.64593893,64.58465595,64.58465595,60.97892094,60.97892094,60.25458337,60.25458337,57.49599627,57.49599627,61.84497561,61.84497561,61.4315378,61.4315378,59.18970886,59.18970886,62.48004345,62.48004345,64.40938773,64.40938773,60.97692201,62.53355811,3.252769679
100,20,2,2,2,-2,0,200,100,66,60.97692201,66.6608231,66.6608231,67.36145314,67.36145314,66.67689263,66.67689263,67.26548181,67.26548181,65.62853467,65.62853467,61.73526653,61.73526653,65.22290354,65.22290354,64.89528172,64.89528172,65.20011644,65.20011644,63.05329352,63.05329352,67.49032203,67.49032203,71.94833656,71.94833656,68.27027254,68.27027254,68.49573593,68.49573593,70.60459976,70.60459976,63.81650401,63.81650401,69.94489424,69.94489424,73.18619127,73.18619127,70.67229792,70.67229792,71.60991462,67.22113098,3.133221118
100,20,2,2,2,-2,0,200,100,68,71.60991462,71.11243113,71.11243113,71.33850191,71.33850191,74.07916075,74.07916075,71.27637445,71.27637445,68.61136092,68.61136092,63.84672133,63.84672133,67.20648841,67.20648841,64.8968632,64.8968632,73.39103678,73.39103678,73.2797564,73.2797564,70.77645142,70.77645142,63.66041076,63.66041076,67.52067153,67.52067153,69.85913862,69.85913862,74.16612003,74.16612003,71.21645819,71.21645819,73.84242711,73.84242711,72.53148242,72.53148242,68.50807198,68.50807198,69.36374592,70.08033788,3.223001862
100,20,2,2,2,-2,0,200,100,70,69.36374592,76.37603627,76.37603627,75.77509077,75.77509077,73.55249692,73.55249692,72.78627959,72.78627959,75.36301991,75.36301991,69.68936465,69.68936465,74.13249137,74.13249137,70.72580651,70.72580651,70.77831132,70.77831132,74.2217646,74.2217646,69.1015142,69.1015142,76.01511828,76.01511828,72.1250807,72.1250807,69.49264081,69.49264081,76.34962139,76.34962139,68.6717376,68.6717376,72.73008865,72.73008865,73.39896791,73.39896791,71.96359181,71.96359181,67.56105704,72.58557124,2.602501864
100,20,2,2,2,-2,0,200,100,72,67.56105704,75.46634487,75.46634487,79.2651996,79.2651996,74.68527911,74.68527911,71.67654106,71.67654106,73.59471188,73.59471188,77.86325911,77.86325911,77.62058552,77.62058552,73.56729679,73.56729679,72.96216698,72.96216698,71.35370787,71.35370787,69.85213815,69.85213815,75.16173315,75.16173315,77.29290454,77.29290454,72.49394648,72.49394648,74.18597295,74.18597295,74.5394672,74.5394672,75.88093735,75.88093735,79.9548537,79.9548537,79.6682754,79.6682754,75.29586466,74.92568913,2.997966029
100,20,2,2,2,-2,0,200,100,74,75.29586466,79.48501759,79.48501759,80.66086455,80.66086455,81.73704491,81.73704491,78.00769537,78.00769537,74.330611,74.330611,78.92959086,78.92959086,77.02770903,77.02770903,77.38561544,77.38561544,78.71679648,78.71679648,81.56125299,81.56125299,77.5483417,77.5483417,77.23503343,77.23503343,74.13417523,74.13417523,74.31690268,74.31690268,78.46767107,78.46767107,79.1504594,79.1504594,75.29132211,75.29132211,81.04323284,81.04323284,75.6009323,75.6009323,80.25287379,77.92023191,2.359664662
100,20,2,2,2,-2,0,200,100,76,80.25287379,78.79046049,78.79046049,79.89496375,79.89496375,79.06630259,79.06630259,84.0708938,84.0708938,80.38341868,80.38341868,81.32510314,81.32510314,82.16067426,82.16067426,81.70827898,81.70827898,80.96876092,80.96876092,82.30338596,82.30338596,81.62316212,81.62316212,76.37671226,76.37671226,79.1203498,79.1203498,79.22548517,79.22548517,80.83198789,80.83198789,81.77759929,81.77759929,82.92344565,82.92344565,81.03138999,81.03138999,80.48852795,80.48852795,79.54445486,80.69847835,1.671340051
100,20,2,2,2,-2,0,200,100,78,79.54445486,81.45253356,81.45253356,84.57463095,84.57463095,82.64368003,82.64368003,83.90566235,83.90566235,84.88261621,84.88261621,83.69403294,83.69403294,87.70046371,87.70046371,85.04707541,85.04707541,81.49168836,81.49168836,83.91719498,83.91719498,83.15650647,83.15650647,83.46558143,83.46558143,80.80456166,80.80456166,79.74340179,79.74340179,82.62272319,82.62272319,82.82683852,82.82683852,81.32969205,81.32969205,80.97563383,80.97563383,79.46869459,79.46869459,83.30891501,82.75649485,1.990950034
100,20,2,2,2,-2,0,200,100,80,83.30891501,84.14135943,84.14135943,82.84172119,82.84172119,84.23253203,84.23253203,85.88698433,85.88698433,84.29330195,84.29330195,82.25420846,82.25420846,83.89316944,83.89316944,85.57920701,85.57920701,84.11969488,84.11969488,85.68400723,85.68400723,85.31682947,85.31682947,83.61306018,83.61306018,85.3692749,85.3692749,85.9034523,85.9034523,87.31216285,87.31216285,85.85201231,85.85201231,80.84849199,80.84849199,82.43708539,82.43708539,84.11810057,84.11810057,85.15529346,84.39643801,1.506642336
100,20,2.5,2,2,-2,0,200,100,64,85.15529346,76.53447279,76.53447279,78.24807258,78.24807258,75.11363827,75.11363827,71.30925084,71.30925084,75.94197276,75.94197276,76.36593452,76.36593452,76.24349519,76.24349519,74.05764759,74.05764759,75.72729737,75.72729737,75.85105155,75.85105155,75.0477512,75.0477512,75.27554016,75.27554016,77.70844373,77.70844373,76.00704604,76.00704604,73.23010491,73.23010491,80.71885514,80.71885514,73.97470018,73.97470018,76.80373942,76.80373942,73.71824752,73.71824752,72.79663185,75.84266122,2.479758786
100,20,2.5,2,2,-2,0,200,100,66,72.79663185,83.45430563,83.45430563,79.86037185,79.86037185,79.36137306,79.36137306,82.69277348,82.69277348,75.56207086,75.56207086,81.18897102,81.18897102,76.81989482,76.81989482,77.72427775,77.72427775,77.37573226,77.37573226,78.92260854,78.92260854,79.91195795,79.91195795,79.06382275,79.06382275,80.11450153,80.11450153,84.30619246,84.30619246,79.47026839,79.47026839,80.7817889,80.7817889,78.69721253,78.69721253,74.00025802,74.00025802,73.8413762,73.8413762,78.23357967,78.93324319,2.870184418
100,20,2.5,2,2,-2,0,200,100,68,78.23357967,80.89816211,80.89816211,80.13018299,80.13018299,80.8857957,80.8857957,83.18060885,83.18060885,80.23406388,80.23406388,82.50902366,82.50902366,80.12486894,80.12486894,79.85470066,79.85470066,81.12977676,81.12977676,82.77469127,82.77469127,84.16981338,84.16981338,78.98960595,78.98960595,83.26400505,83.26400505,85.52434412,85.52434412,84.07362548,84.07362548,80.59325032,80.59325032,81.12275913,81.12275913,81.60525389,81.60525389,80.86200192,80.86200192,80.76566687,81.57130787,1.741648847
