100.0,20.0,8.0,2.0,2.0,-5.0,0.0,1000000000.0,100.0,70.0,99.8843850164,29.3280267976,29.3280267976,29.9503747901,29.9503747901,30.3435313303,30.3435313303,31.633466645,31.633466645,43.0267779383,43.0267779383,24.6174310814,24.6174310814,32.3979346025,32.3979346025,26.7164021148,26.7164021148,35.7364358901,35.7364358901,31.5237031535,31.5237031535,31.8993331371,31.8993331371,26.2406588184,26.2406588184,33.3316288511,33.3316288511,23.0801423757,23.0801423757,32.5362243484,32.5362243484,27.2084880162,27.2084880162,35.9747452777,35.9747452777,30.0276454341,30.0276454341,29.6172057721,29.6172057721,35.877417345
100.0,20.0,8.0,2.0,2.0,-5.0,0.0,1000000000.0,100.0,75.0,35.877417345,39.3426941711,39.3426941711,45.1729222397,45.1729222397,45.9982634353,45.9982634353,42.196993194,42.196993194,43.5229651799,43.5229651799,41.9100418957,41.9100418957,36.1155843264,36.1155843264,39.2462369994,39.2462369994,42.7465590122,42.7465590122,40.6400766311,40.6400766311,41.1591248365,41.1591248365,26.5462725724,26.5462725724,39.3104501152,39.3104501152,35.4467301918,35.4467301918,39.6305381478,39.6305381478,38.4090990571,38.4090990571,33.106897691,33.106897691,43.1227106633,43.1227106633,41.572985747,41.572985747,38.8117311229
100.0,20.0,8.0,2.0,2.0,-5.0,0.0,1000000000.0,100.0,80.0,38.8117311229,61.6190744674,61.6190744674,55.9322779096,55.9322779096,61.4924084797,61.4924084797,59.7871392761,59.7871392761,58.5805024699,58.5805024699,55.3951539201,55.3951539201,54.8590139037,54.8590139037,55.6161415703,55.6161415703,52.4114655556,52.4114655556,55.0026544284,55.0026544284,64.1542289763,64.1542289763,56.2928559707,56.2928559707,57.0922473128,57.0922473128,60.3142541933,60.3142541933,50.4676524721,50.4676524721,56.3880116847,56.3880116847,54.01029347,54.01029347,57.1415108928,57.1415108928,65.3164666607,65.3164666607,57.9702646781
100.0,20.0,10.0,2.0,2.0,-5.0,0.0,1000000000.0,100.0,70.0,57.9702646781,70.7336524166,70.7336524166,69.4203934338,69.4203934338,74.9276792561,74.9276792561,67.7710938659,67.7710938659,75.6362417434,75.6362417434,69.5050165132,69.5050165132,73.0692572142,73.0692572142,65.7575270131,65.7575270131,67.5612248494,67.5612248494,74.745352721,74.745352721,67.8582584201,67.8582584201,75.1959324039,75.1959324039,73.2142859284,73.2142859284,69.5321318164,69.5321318164,69.9746567316,69.9746567316,73.7429064064,73.7429064064,74.2884866618,74.2884866618,75.9318789967,75.9318789967,71.9216948318,71.9216948318,70.692171188
100.0,20.0,10.0,2.0,2.0,-5.0,0.0,1000000000.0,100.0,75.0,70.692171188,77.9756211491,77.9756211491,83.1651598022,83.1651598022,81.4104541521,81.4104541521,81.4824740728,81.4824740728,75.9877707328,75.9877707328,75.3276276248,75.3276276248,82.8478046827,82.8478046827,76.9987368009,76.9987368009,80.3134509073,80.3134509073,75.4819958935,75.4819958935,81.5658662025,81.5658662025,78.1013167649,78.1013167649,79.739061958,79.739061958,79.0021457412,79.0021457412,75.5471972459,75.5471972459,83.6823780462,83.6823780462,83.0700629791,83.0700629791,76.2502328426,76.2502328426,80.4773154855,80.4773154855,78.8270618801
100.0,20.0,10.0,2.0,2.0,-5.0,0.0,1000000000.0,100.0,80.0,78.8270618801,92.998655666,92.998655666,91.4121450435,91.4121450435,86.3888141924,86.3888141924,90.3921295317,90.3921295317,91.2219471226,91.2219471226,90.8076607646,90.8076607646,86.2905134525,86.2905134525,89.7382278449,89.7382278449,93.6161914124,93.6161914124,90.1275996811,90.1275996811,93.8186818942,93.8186818942,92.7994214574,92.7994214574,89.2743688855,89.2743688855,94.7495006219,94.7495006219,90.2432615888,90.2432615888,85.5151427772,85.5151427772,89.7248974704,89.7248974704,91.4719091986,91.4719091986,92.5551109821,92.5551109821,89.7884219207
100.0,20.0,12.0,2.0,2.0,-5.0,0.0,1000000000.0,100.0,70.0,89.7884219207,96.674758018,96.674758018,96.2905236361,96.2905236361,96.7001930962,96.7001930962,92.2516848252,92.2516848252,95.8615761853,95.8615761853,96.7533339322,96.7533339322,93.5546348802,93.5546348802,93.9692534617,93.9692534617,94.4895851365,94.4895851365,92.6530093082,92.6530093082,94.5935334248,94.5935334248,98.8245256793,98.8245256793,93.6988235694,93.6988235694,93.7286938519,93.7286938519,98.1638390805,98.1638390805,94.5033756351,94.5033756351,93.6419587597,93.6419587597,97.5956643501,97.5956643501,96.0584344089,96.0584344089,96.2819500686
100.0,20.0,12.0,2.0,2.0,-5.0,0.0,1000000000.0,100.0,75.0,96.2819500686,96.525456211,96.525456211,97.1868738484,97.1868738484,98.5756703177,98.5756703177,97.5908242618,97.5908242618,98.0098769339,98.0098769339,96.5330483685,96.5330483685,97.9634567992,97.9634567992,99.3373961612,99.3373961612,98.230645062,98.230645062,96.7218745087,96.7218745087,98.445423886,98.445423886,97.1503477484,97.1503477484,98.3967739841,98.3967739841,97.3948355231,97.3948355231,98.3710842642,98.3710842642,98.2508154635,98.2508154635,99.5861931296,99.5861931296,98.2104855599,98.2104855599,97.2871695409,97.2871695409,99.2660987958
100.0,20.0,12.0,2.0,2.0,-5.0,0.0,1000000000.0,100.0,80.0,99.2660987958,99.2192340693,99.2192340693,99.5299765352,99.5299765352,99.7059273424,99.7059273424,99.3863473491,99.3863473491,99.1022287541,99.1022287541,99.3922537305,99.3922537305,99.560889125,99.560889125,99.6712358136,99.6712358136,99.5662673482,99.5662673482,99.8432517124,99.8432517124,99.4392088665,99.4392088665,98.8289451004,98.8289451004,99.5463527628,99.5463527628,99.3759453076,99.3759453076,98.2302915617,98.2302915617,99.5670964969,99.5670964969,99.5511649724,99.5511649724,98.7200819326,98.7200819326,99.3054432081,99.3054432081,99.5606895452
100.0,20.0,8.0,2.0,2.0,-4.0,0.0,1000000000.0,100.0,70.0,99.5606895452,39.3201544107,39.3201544107,30.4384810221,30.4384810221,29.7663048699,29.7663048699,35.4131054747,35.4131054747,32.9933957137,32.9933957137,38.2648022861,38.2648022861,30.0459721113,30.0459721113,35.3460471301,35.3460471301,40.6955737289,40.6955737289,37.0362248374,37.0362248374,34.9100384696,34.9100384696,28.6559876657,28.6559876657,34.3894137264,34.3894137264,30.535147492,30.535147492,33.7358059463,33.7358059463,31.3084127061,31.3084127061,35.7910032584,35.7910032584,31.4844135181,31.4844135181,41.4447974257,41.4447974257,39.6745906291
