   100.000,     5.000,     3.000,     2.000,     2.000,    -2.000,     0.000,   200.000,   100.000,    74.000,    98.154,    93.401,    94.869,    95.290,    91.605
   100.000,     5.000,     3.000,     2.000,     2.000,    -2.000,     0.000,   200.000,   100.000,    76.000,    92.976,    94.335,    94.217,    94.915,    93.558
   100.000,     5.000,     3.000,     2.000,     2.000,    -2.000,     0.000,   200.000,   100.000,    78.000,    95.491,    96.269,    94.567,    96.443,    96.109
   100.000,     5.000,     3.000,     2.000,     2.000,    -2.000,     0.000,   200.000,   100.000,    80.000,    96.107,    96.873,    94.553,    97.545,    96.993
   100.000,     5.000,     3.000,     2.000,     2.000,    -1.000,     0.000,   200.000,   100.000,    74.000,    96.483,    93.519,    94.592,    95.388,    93.295
   100.000,     5.000,     3.000,     2.000,     2.000,    -1.000,     0.000,   200.000,   100.000,    76.000,    94.224,    95.698,    96.683,    94.635,    93.822
   100.000,     5.000,     3.000,     2.000,     2.000,    -1.000,     0.000,   200.000,   100.000,    78.000,    94.793,    95.926,    95.929,    95.729,    96.256
   100.000,     5.000,     3.000,     2.000,     2.000,    -1.000,     0.000,   200.000,   100.000,    80.000,    95.683,    96.547,    95.550,    95.676,    96.657
   100.000,     5.000,     3.000,     2.000,     2.000,     0.000,     0.000,   200.000,   100.000,    74.000,    96.120,    94.884,    94.562,    95.178,    94.963
   100.000,     5.000,     3.000,     2.000,     2.000,     0.000,     0.000,   200.000,   100.000,    76.000,    96.212,    94.946,    94.932,    95.983,    96.776
   100.000,     5.000,     3.000,     2.000,     2.000,     0.000,     0.000,   200.000,   100.000,    78.000,    94.733,    96.742,    95.542,    96.264,    96.720
   100.000,     5.000,     3.000,     2.000,     2.000,     0.000,     0.000,   200.000,   100.000,    80.000,    95.943,    97.770,    96.866,    96.888,    97.215
   100.000,     5.000,     3.000,     2.000,     2.000,     1.000,     0.000,   200.000,   100.000,    74.000,    96.829,    95.446,    94.869,    96.427,    95.231
   100.000,     5.000,     3.000,     2.000,     2.000,     1.000,     0.000,   200.000,   100.000,    76.000,    95.312,    95.752,    95.073,    95.443,    95.941
   100.000,     5.000,     3.000,     2.000,     2.000,     1.000,     0.000,   200.000,   100.000,    78.000,    96.756,    96.550,    95.556,    97.384,    96.318
   100.000,     5.000,     3.000,     2.000,     2.000,     1.000,     0.000,   200.000,   100.000,    80.000,    96.231,    96.880,    97.221,    97.239,    96.125
   100.000,     5.000,     3.000,     2.000,     2.000,     2.000,     0.000,   200.000,   100.000,    74.000,    96.556,    95.166,    97.918,    95.601,    96.960
   100.000,     5.000,     3.000,     2.000,     2.000,     2.000,     0.000,   200.000,   100.000,    76.000,    96.728,    95.770,    97.098,    96.445,    96.289
   100.000,     5.000,     3.000,     2.000,     2.000,     2.000,     0.000,   200.000,   100.000,    78.000,    97.295,    97.324,    97.049,    97.217,    97.047
   100.000,     5.000,     3.000,     2.000,     2.000,     2.000,     0.000,   200.000,   100.000,    80.000,    96.890,    97.575,    97.621,    98.042,    98.072
